station_code,line_code,index,numbering,impl
3000302,30003,2,GN01,1
3000303,30003,3,GN02,1
3000304,30003,4,GN03,1
3000305,30003,5,GN04,1
3000306,30003,6,GN05,1
3000316,30003,7,GN06,1
3000307,30003,8,GN07,1
3000308,30003,9,GN08,1
3000309,30003,10,GN09,1
3000310,30003,11,GN10,1
3000311,30003,12,GN11,1
3000313,30003,13,GN12,1
3000315,30003,14,GN13,1
3000315,30004,1,GN13,1
3000402,30004,2,GN14,1
3000403,30004,3,GN15,1
3000404,30004,4,GN16,1
3000405,30004,5,GN17,1
3000406,30004,6,GN18,1
3000407,30004,7,GN19,1
3000408,30004,8,GN20,1
3000409,30004,9,GN21,1
1150215,30004,10,GN22,1
3000315,30005,1,NULL,0
3000502,30005,2,NULL,0
3000503,30005,3,NULL,0
3000504,30005,4,NULL,0
3000505,30005,5,NULL,0
3000506,30005,6,NULL,0
3000507,30005,7,NULL,0
3000508,30005,8,NULL,0
3000509,30005,9,NULL,0
3000510,30005,10,NULL,0
3000511,30005,11,NULL,0
3000512,30005,12,MU11,1
3000513,30005,13,MU10,1
3000514,30005,14,MU09,1
3000515,30005,15,MU08,1
3000516,30005,16,MU07,1
3000517,30005,17,MU06,1
3000518,30005,18,MU05,1
3000519,30005,19,MU04,1
3000520,30005,20,MU03,1
1150224,30005,21,MU02,1
3000522,30005,22,MU01,1
3000119,30005,23,NH19,1
3000524,30005,24,MY01,1
3000525,30005,25,MY02,1
3000526,30005,26,MY03,1
3000527,30005,27,MY04,1
3000528,30005,28,MY05,1
3000529,30005,29,MY06,1
3000530,30005,30,MY07,1
3000531,30005,31,MY08,1
3000532,30005,32,MY09,1
3000533,30005,33,MY10,1
3000534,30005,34,MY11,1
3000535,30005,35,NULL,0
3000536,30005,36,NULL,0
3000537,30005,37,NULL,0
3000538,30005,38,NULL,0
3000609,30006,1,TT07,1
3000608,30006,2,TT06,1
3000607,30006,3,TT05,1
3000606,30006,4,TT04,1
3000605,30006,5,TT03,1
3000604,30006,6,TT02,1
3000603,30006,7,TT01,1
3000531,30006,8,MY08,1
3000530,30006,9,MY07,1
3000701,30007,1,TA22,1
3000702,30007,2,TA23,1
3000703,30007,3,TA24,1
3000136,30008,1,NH36,1
3000135,30008,2,NH35,1
1141102,30008,3,NH34,1
3000133,30008,4,NH33,1
3000805,30008,5,TA01,1
3000806,30008,6,TA02,1
3000807,30008,7,TA03,1
3000808,30008,8,TA04,1
3000809,30008,9,TA05,1
3000810,30008,10,TA06,1
3000811,30008,11,TA07,1
3000812,30008,12,TA08,1
3000813,30008,13,TA09,1
3000814,30008,14,TA10,1
3000815,30008,15,TA11,1
3000816,30008,16,TA12,1
3000817,30008,17,TA13,1
3000818,30008,18,TA14,1
3000819,30008,19,TA15,1
3000820,30008,20,TA16,1
3000821,30008,21,TA17,1
3000822,30008,22,TA18,1
3000823,30008,23,TA19,1
3000824,30008,24,TA20,1
3000825,30008,25,TA21,1
3000701,30008,26,TA22,1
3000813,30009,1,TA09,1
3000902,30009,2,KC01,1
3000903,30009,3,KC03,1
3000904,30009,4,KC04,1
3000905,30009,5,KC05,1
3000906,30009,6,KC06,1
3000907,30009,7,KC07,1
3000908,30009,8,KC08,1
3000910,30009,9,KC09,1
3000911,30009,10,KC10,1
3000912,30009,11,KC11,1
3000913,30009,12,KC12,1
3000914,30009,13,KC13,1
3000915,30009,14,KC14,1
3000916,30009,15,KC15,1
3000917,30009,16,KC16,1
3000918,30009,17,KC17,1
3000920,30009,18,KC18,1
3000921,30009,19,KC19,1
3000918,30010,1,KC17,1
3001002,30010,2,KC20,1
3001003,30010,3,KC21,1
3001004,30010,4,KC22,1
3001005,30010,5,KC23,1
3001006,30010,6,KC24,1
3000807,30011,1,TA03,1
3001102,30011,2,CH01,1
3001201,30012,1,NULL,0
3001202,30012,2,NULL,0
3001203,30012,3,NULL,0
3001204,30012,4,ST01,1
3001205,30012,5,ST02,1
3001206,30012,6,NULL,0
3001207,30012,7,ST03,1
3001208,30012,8,ST04,1
3001209,30012,9,ST05,1
1141105,30012,10,ST06,1
3001211,30012,11,ST07,1
3001212,30012,12,ST08,1
3001213,30012,13,ST09,1
3001214,30012,14,ST10,1
3001215,30012,15,ST11,1
3001216,30012,16,ST12,1
3001217,30012,17,ST13,1
3001218,30012,18,ST14,1
3001219,30012,19,ST15,1
3001220,30012,20,ST16,1
3001221,30012,21,ST17,1
3001222,30012,22,ST18,1
3001223,30012,23,ST19,1
3001224,30012,24,ST20,1
3000142,30013,1,NH42,1
3001302,30013,2,TB01,1
3001303,30013,3,TB02,1
3001304,30013,4,TB03,1
3001305,30013,5,TB04,1
3001306,30013,6,TB05,1
3001307,30013,7,TB06,1
3001308,30013,8,TB07,1
1150806,30014,1,TB11,1
3001403,30014,2,TB10,1
3001404,30014,3,TB09,1
3001405,30014,4,TB08,1
3001308,30014,5,TB07,1
3001407,30014,6,BS01,1
3001408,30014,7,BS02,1
3001409,30014,8,BS03,1
3001410,30014,9,BS04,1
3001411,30014,10,BS05,1
3001412,30014,11,BS06,1
3001413,30014,12,BS07,1
3001414,30014,13,BS08,1
3001415,30014,14,BS09,1
3001416,30014,15,BS10,1
3001417,30014,16,BS11,1
3001418,30014,17,BS12,1
3000150,30014,18,NH50,1
3001420,30014,19,BS21,1
3001421,30014,20,BS22,1
3001422,30014,21,BS23,1
3001423,30014,22,BS24,1
3000136,30015,1,NH36,1
3000137,30015,2,NH37,1
3000138,30015,3,NH38,1
3001504,30015,4,IY01,1
3001505,30015,5,IY02,1
3001506,30015,6,IY03,1
3001507,30015,7,IY04,1
3001508,30015,8,IY05,1
3001509,30015,9,IY06,1
3001510,30015,10,IY07,1
3001511,30015,11,IY08,1
3001512,30015,12,IY09,1
3001513,30015,13,IY10,1
3001514,30015,14,IY11,1
3001515,30015,15,IY12,1
3001516,30015,16,IY13,1
3001517,30015,17,IY14,1
3001518,30015,18,IY15,1
3001519,30015,19,IY16,1
3001520,30015,20,IY17,1
3000160,30016,1,NH60,1
3001617,30016,2,KG16,1
3001616,30016,3,KG15,1
3001615,30016,4,KG14,1
3001614,30016,5,KG13,1
3001613,30016,6,KG12,1
3001612,30016,7,KG11,1
3001611,30016,8,KG10,1
3001610,30016,9,KG09,1
3001609,30016,10,KG08,1
3001608,30016,11,KG07,1
3001607,30016,12,KG06,1
3001606,30016,13,KG05,1
3001605,30016,14,KG04,1
3001604,30016,15,KG03,1
3001603,30016,16,KG02,1
3001602,30016,17,KG01,1
3001520,30016,18,IY17,1
3001518,30017,1,IY15,1
3001702,30017,2,HM01,1
3001703,30017,3,HM02,1
3001704,30017,4,HM03,1
3001705,30017,5,HM04,1
3001706,30017,6,HM05,1
3001707,30017,7,HM06,1
3001708,30017,8,HM07,1
3001709,30017,9,HM08,1
3001710,30017,10,HM09,1
3001711,30017,11,HM10,1
3001801,30018,1,KM13,1
3001802,30018,2,KM12,1
3001803,30018,3,KM11,1
3001804,30018,4,KM10,1
3001805,30018,5,KM09,1
3001806,30018,6,KM08,1
3001807,30018,7,KM07,1
3001808,30018,8,KM06,1
3001809,30018,9,KM05,1
3001810,30018,10,KM04,1
3001811,30018,11,KM03,1
3001812,30018,12,KM02,1
3001813,30018,13,KM01,1
3001518,30018,14,IY15,1
3000156,30020,1,NH56,1
3002002,30020,2,TH01,1
3002003,30020,3,TH02,1
3002004,30020,4,TH03,1
3002005,30020,5,TH04,1
3002006,30020,6,TH05,1
3002007,30020,7,TH06,1
3002008,30020,8,TH07,1
3002009,30020,9,TH08,1
3002010,30020,10,NULL,0
3002011,30020,11,NULL,0
3002012,30020,12,NULL,0
3002013,30020,13,NULL,0
3002014,30020,14,NULL,0
3002015,30020,15,NULL,0
3002009,30021,1,TH08,1
3002102,30021,2,TH09,1
3100101,31001,1,A01,1
3100102,31001,2,A02,1
3100103,31001,3,A03,1
3100201,31002,1,B26,1
3100202,31002,2,B27,1
3100203,31002,3,B28,1
3100204,31002,4,B29,1
3100205,31002,5,B30,1
3100206,31002,6,B31,1
3100207,31002,7,B32,1
3100208,31002,8,B33,1
3100209,31002,9,B34,1
3100210,31002,10,B35,1
3100211,31002,11,B36,1
3100212,31002,12,B37,1
3100213,31002,13,B38,1
3100214,31002,14,B39,1
3100215,31002,15,B40,1
3100216,31002,16,B41,1
3100217,31002,17,B42,1
3100301,31003,1,F01,1
3100302,31003,2,F02,1
3100303,31003,3,F03,1
3100304,31003,4,F04,1
3100305,31003,5,F05,1
3100306,31003,6,F06,1
3100307,31003,7,F07,1
3100308,31003,8,F08,1
3100309,31003,9,F09,1
3100310,31003,10,F10,1
3100311,31003,11,F11,1
3100312,31003,12,F12,1
3100313,31003,13,F13,1
3100314,31003,14,F14,1
3100315,31003,15,F15,1
3100316,31003,16,F16,1
3100317,31003,17,F17,1
3100318,31003,18,F18,1
3100319,31003,19,F19,1
3100320,31003,20,F20,1
3100321,31003,21,F21,1
3100322,31003,22,F22,1
3100323,31003,23,F23,1
3100324,31003,24,F24,1
3100325,31003,25,F25,1
3100326,31003,26,F26,1
3100327,31003,27,F27,1
3100217,31003,28,F42,1
3100103,31005,1,D03,1
1162317,31005,2,D04,1
3100503,31005,3,D05,1
3100504,31005,4,D06,1
3100505,31005,5,D07,1
3100506,31005,6,D08,1
3100507,31005,7,D09,1
3100508,31005,8,D10,1
3100509,31005,9,D11,1
3100510,31005,10,D12,1
3100511,31005,11,D13,1
3100512,31005,12,D14,1
3100513,31005,13,D15,1
3100514,31005,14,D16,1
3100515,31005,15,D17,1
3100516,31005,16,D18,1
3100517,31005,17,D19,1
3100518,31005,18,D20,1
3100519,31005,19,D21,1
3100520,31005,20,D22,1
3100521,31005,21,D23,1
3100522,31005,22,D24,1
3100523,31005,23,D25,1
3100524,31005,24,D26,1
3100525,31005,25,D27,1
3100214,31005,26,D39,1
3100527,31005,27,D40,1
3100528,31005,28,D41,1
1163710,31005,29,D42,1
3100530,31005,30,D43,1
3100531,31005,31,D44,1
3100532,31005,32,D45,1
3100533,31005,33,D46,1
3100534,31005,34,D47,1
3100535,31005,35,D48,1
3100536,31005,36,D49,1
3100537,31005,37,D50,1
3100538,31005,38,D51,1
3100539,31005,39,D52,1
3100540,31005,40,D53,1
3100541,31005,41,D54,1
3100542,31005,42,D55,1
3100543,31005,43,D56,1
3100544,31005,44,D57,1
3100545,31005,45,D58,1
3100546,31005,46,D59,1
3100547,31005,47,D60,1
3100548,31005,48,D61,1
3100217,31007,1,F42,1
3100702,31007,2,F43,1
3100703,31007,3,F44,1
3100704,31007,4,F45,1
3100705,31007,5,F46,1
3100706,31007,6,F47,1
1163611,31007,7,F48,1
3100708,31007,8,F49,1
3100709,31007,9,F50,1
3100710,31007,10,F51,1
3100711,31007,11,F52,1
3100712,31007,12,F53,1
3100713,31007,13,F54,1
3100714,31007,14,F55,1
3100715,31007,15,F56,1
3100716,31007,16,F57,1
3100801,31008,1,K21,1
3100802,31008,2,K22,1
3100803,31008,3,K23,1
3100804,31008,4,K24,1
3100805,31008,5,K25,1
3100806,31008,6,K26,1
3100807,31008,7,K27,1
3100808,31008,8,K28,1
3100809,31008,9,K29,1
3100810,31008,10,K30,1
3100548,31009,1,M61,1
3100902,31009,2,M62,1
3100903,31009,3,M63,1
1151008,31009,4,M64,1
3100905,31009,5,M65,1
3100906,31009,6,M66,1
3100907,31009,7,M67,1
3100908,31009,8,M68,1
3100909,31009,9,M69,1
3100910,31009,10,M70,1
3100911,31009,11,M71,1
3100912,31009,12,M72,1
1151206,31009,13,M73,1
3100914,31009,14,M74,1
3100914,31010,1,M74,1
3101002,31010,2,M75,1
3101003,31010,3,M76,1
3101004,31010,4,M77,1
1151211,31010,5,M78,1
3100207,31011,1,H32,1
3101102,31011,2,H33,1
3101103,31011,3,H34,1
1163705,31011,4,H35,1
3100315,31012,1,N15,1
3101202,31012,2,N16,1
1160712,31012,3,N17,1
3100801,31013,1,NULL,1
3101302,31013,2,NULL,1
3101303,31013,3,NULL,1
3101304,31013,4,NULL,1
3101305,31013,5,NULL,1
3101306,31013,6,NULL,1
3101307,31013,7,NULL,1
3101308,31013,8,NULL,1
3101303,31014,1,NULL,1
3101404,31014,2,NULL,1
1151211,31015,1,M78,1
3101502,31015,2,M79,1
3101503,31015,3,M80,1
3101504,31015,4,M81,1
3101505,31015,5,M82,1
3101506,31015,6,M83,1
3101507,31015,7,M84,1
3101508,31015,8,M85,1
3101509,31015,9,M86,1
3101510,31015,10,M87,1
3101511,31015,11,M88,1
3101512,31015,12,M89,1
3101513,31015,13,M90,1
3101514,31015,14,M91,1
3101515,31015,15,M92,1
3101516,31015,16,M93,1
3101601,31016,1,G17,1
3101602,31016,2,G18,1
3101603,31016,3,G19,1
3101604,31016,4,G20,1
3101605,31016,5,G21,1
3101606,31016,6,G22,1
3101607,31016,7,G23,1
3101608,31016,8,G24,1
3101609,31016,9,G25,1
3101610,31016,10,G26,1
3101611,31016,11,G27,1
1160708,31016,12,G28,1
3101701,31017,1,I36,1
3101702,31017,2,I37,1
3101703,31017,3,I38,1
3101704,31017,4,I39,1
3101705,31017,5,I40,1
3101706,31017,6,I41,1
3101707,31017,7,I42,1
3101708,31017,8,I43,1
3100323,31018,1,P23,1
3101802,31018,2,P24,1
3101803,31018,3,P25,1
3101804,31018,4,P26,1
3101901,31019,1,L29,1
3101902,31019,2,L30,1
3101903,31019,3,L31,1
3101904,31019,4,L32,1
3101905,31019,5,L33,1
3100504,31020,1,A06,1
3102002,31020,2,A07,1
3102003,31020,3,A08,1
3102004,31020,4,A09,1
3102005,31020,5,A10,1
3102006,31020,6,A11,1
3102007,31020,7,A12,1
3102008,31020,8,A13,1
3102009,31020,9,A14,1
3102010,31020,10,A15,1
3102011,31020,11,A16,1
3101601,31020,12,A17,1
3102013,31020,13,A18,1
3102014,31020,14,A19,1
3102015,31020,15,A20,1
3102016,31020,16,A21,1
3100201,31020,17,A26,1
3102018,31020,18,A27,1
3102019,31020,19,A28,1
3100510,31021,1,J12,1
3102102,31021,2,J13,1
3102103,31021,3,J14,1
3100316,31022,1,O16,1
3102202,31022,2,O17,1
3102203,31022,3,O18,1
3102204,31022,4,O19,1
3102205,31022,5,O20,1
3102206,31022,6,O21,1
3102207,31022,7,O22,1
3102208,31022,8,O23,1
3102301,31023,1,C23,1
3102302,31023,2,C24,1
3102303,31023,3,C25,1
3102304,31023,4,C26,1
3101601,31023,5,C27,1
3102306,31023,6,C28,1
3102307,31023,7,C29,1
3102308,31023,8,C30,1
3102103,31024,1,Z14,1
3102402,31024,2,Z15,1
100216,31025,1,B01,1
3102502,31025,2,B02,1
3102503,31025,3,B03,1
3102504,31025,4,B04,1
3102505,31025,5,B05,1
3102506,31025,6,B06,1
3102507,31025,7,B07,1
3102508,31025,8,B08,1
3102509,31025,9,B09,1
3102510,31025,10,B10,1
3102511,31025,11,B11,1
3102512,31025,12,B12,1
3102513,31025,13,B13,1
3102514,31025,14,B14,1
3102515,31025,15,B15,1
3102516,31025,16,B16,1
3102517,31025,17,B17,1
3102518,31025,18,B18,1
3102519,31025,19,B19,1
3102520,31025,20,B20,1
3102521,31025,21,B21,1
3102522,31025,22,B22,1
3102523,31025,23,B23,1
3102524,31025,24,B24,1
3102525,31025,25,B25,1
3100201,31025,26,B26/A26,1
3102018,31025,27,A27,1
3102019,31025,28,A28,1
3102601,31026,1,Y17,1
3102602,31026,2,Y18,1
3102603,31026,3,Y19,1
3102604,31026,4,Y20,1
3102605,31026,5,Y21,1
3102701,31027,1,E01,1
3102702,31027,2,E02,1
3102703,31027,3,E03,1
3102704,31027,4,E04,1
3102705,31027,5,E05,1
3102706,31027,6,E06,1
3102707,31027,7,E07,1
3102708,31027,8,E08,1
3102709,31027,9,E09,1
3102710,31027,10,E10,1
3102711,31027,11,E11,1
3102712,31027,12,E12,1
1150808,31027,13,E13,1
3102714,31027,14,E14,1
3102715,31027,15,E15,1
3102716,31027,16,E16,1
3102717,31027,17,E17,1
3102718,31027,18,E18,1
3102719,31027,19,E19,1
3102720,31027,20,E20,1
3100801,31027,21,E21,1
3102722,31027,22,E22,1
3102723,31027,23,E23,1
3102724,31027,24,E24,1
3102725,31027,25,E25,1
3102726,31027,26,E26,1
3102727,31027,27,E27,1
3102728,31027,28,E28,1
3101901,31027,29,E29,1
3102730,31027,30,E30,1
3102731,31027,31,E31,1
3102732,31027,32,E32,1
3102733,31027,33,E33,1
3102734,31027,34,E34,1
3102735,31027,35,E35,1
3102736,31027,36,E36,1
3102737,31027,37,E37,1
3102738,31027,38,E38,1
1151004,31027,39,E39,1
3102740,31027,40,E40,1
3102741,31027,41,E41,1
3102742,31027,42,E42,1
3102743,31027,43,E43,1
3100548,31027,44,E61,1
3200101,32001,1,NK01,1
1160720,32001,2,NK03,1
3200103,32001,3,NK05,1
3200104,32001,4,NK06,1
3200105,32001,5,NK07,1
3200106,32001,6,NK08,1
3200107,32001,7,NK09,1
3200108,32001,8,NK10,1
3200109,32001,9,NK11,1
3200110,32001,10,NK12,1
3200111,32001,11,NK13,1
3200112,32001,12,NK14,1
3200113,32001,13,NK15,1
3200114,32001,14,NK16,1
3200115,32001,15,NK17,1
3200116,32001,16,NK18,1
3200117,32001,17,NK19,1
3200118,32001,18,NK20,1
3200119,32001,19,NK21,1
3200120,32001,20,NK22,1
3200121,32001,21,NK23,1
3200122,32001,22,NK24,1
3200123,32001,23,NK25,1
3200124,32001,24,NK26,1
3200125,32001,25,NK27,1
3200126,32001,26,NK28,1
3200127,32001,27,NK29,1
3200128,32001,28,NK30,1
3200129,32001,29,NK33,1
3200130,32001,30,NK34,1
3200131,32001,31,NK35,1
3200132,32001,32,NK36,1
3200133,32001,33,NK37,1
3200134,32001,34,NK38,1
3200135,32001,35,NK39,1
3200136,32001,36,NK40,1
3200137,32001,37,NK41,1
3200138,32001,38,NK42,1
3200141,32001,39,NK43,1
3200139,32001,40,NK44,1
1164003,32001,41,NK45,1
3200128,32002,1,NK30,1
1162802,32002,2,NK31,1
1162803,32002,3,NK32,1
1164003,32003,1,NK45,1
3200302,32003,2,NULL,0
3200303,32003,3,NULL,0
3200304,32003,4,NULL,0
3200305,32003,5,NK45-1,1
3200306,32003,6,NULL,0
3200114,32004,1,NK16,1
3200402,32004,2,NK16-1,1
3200403,32004,3,NK16-2,1
1164003,32005,1,NK45,1
3200139,32005,2,NK44,1
3200503,32005,3,NK44-1,1
3200504,32005,4,NK44-2,1
3200505,32005,5,NK44-3,1
3200506,32005,6,NK44-4,1
3200507,32005,7,NK44-5,1
3200508,32005,8,NK44-6,1
3200509,32005,9,NK44-7,1
3200137,32006,1,NK41,1
3200602,32006,2,NK41-1,1
3200603,32006,3,NK41-2,1
3200604,32006,4,NK41-3,1
3200101,32007,1,NK01,1
3200702,32007,2,NK02,1
1160720,32007,3,NK03,1
3200704,32007,4,NK04,1
3200103,32007,5,NK05,1
3200104,32007,6,NK06,1
3200707,32007,7,NK51,1
3200708,32007,8,NK52,1
3200709,32007,9,NK53,1
3200710,32007,10,NK54,1
3200711,32007,11,NK55,1
3200712,32007,12,NK56,1
3200713,32007,13,NK57,1
3200714,32007,14,NK58,1
3200715,32007,15,NK59,1
3200716,32007,16,NK60,1
3200717,32007,17,NK61,1
3200718,32007,18,NK62,1
3200719,32007,19,NK63,1
3200720,32007,20,NK64,1
3200721,32007,21,NK65,1
3200722,32007,22,NK66,1
3200723,32007,23,NK67,1
3200724,32007,24,NK68,1
3102208,32007,25,NK69,1
3200726,32007,26,NK70,1
3200727,32007,27,NK71,1
3200728,32007,28,NK72,1
3200729,32007,29,NK73,1
3200730,32007,30,NK74,1
3200731,32007,31,NK75,1
3200732,32007,32,NK76,1
1163617,32007,33,NK77,1
3200734,32007,34,NK78,1
3200735,32007,35,NK79,1
3200736,32007,36,NK80,1
3200737,32007,37,NK81,1
3200738,32007,38,NK82,1
3200739,32007,39,NK83,1
3200740,32007,40,NK84,1
3200741,32007,41,NK85,1
3200742,32007,42,NK86,1
3200742,32008,1,NK86,1
3200802,32008,2,NK87,1
3200901,32009,1,NK06-5,1
3200902,32009,2,NK06-4,1
3200903,32009,3,NK06-3,1
3200904,32009,4,NK06-2,1
3200905,32009,5,NK06-1,1
3200104,32009,6,NK06,1
3300401,33001,1,KH42,1
3300402,33001,2,KH41,1
3300101,33001,3,KH40,1
3300102,33001,4,KH39,1
3300103,33001,5,KH38,1
3300104,33001,6,KH37,1
1161802,33001,7,KH36,1
3300106,33001,8,KH35,1
3300107,33001,9,KH34,1
3300108,33001,10,KH33,1
3300109,33001,11,KH32,1
3300110,33001,12,KH31,1
3300111,33001,13,KH30,1
3300112,33001,14,KH29,1
3300113,33001,15,KH28,1
3300114,33001,16,KH27,1
3300115,33001,17,KH26,1
3300116,33001,18,KH25,1
3300117,33001,19,KH24,1
3300118,33001,20,KH23,1
3300119,33001,21,KH22,1
3300120,33001,22,KH21,1
3300121,33001,23,KH20,1
3300122,33001,24,KH19,1
3300123,33001,25,KH18,1
3300124,33001,26,KH17,1
3300125,33001,27,KH16,1
3300126,33001,28,KH15,1
3300127,33001,29,KH14,1
3300128,33001,30,KH13,1
3300129,33001,31,KH12,1
3300130,33001,32,KH11,1
3300131,33001,33,KH10,1
3300132,33001,34,KH09,1
3300133,33001,35,KH08,1
3300134,33001,36,KH07,1
3300135,33001,37,KH06,1
3300136,33001,38,KH05,1
1161724,33001,39,KH04,1
3300138,33001,40,KH03,1
3300139,33001,41,KH02,1
3300140,33001,42,KH01,1
3300113,33002,1,KH28,1
3300202,33002,2,KH71,1
3300203,33002,3,KH72,1
3300204,33002,4,KH73,1
3300205,33002,5,KH74,1
1161808,33002,6,KH75,1
3300207,33002,7,KH76,1
3300208,33002,8,KH77,1
3300120,33003,1,KH21,1
3300302,33003,2,KH61,1
3300303,33003,3,KH62,1
3300304,33003,4,KH63,1
3300305,33003,5,KH64,1
3300306,33003,6,KH65,1
3300307,33003,7,KH66,1
3300308,33003,8,KH67,1
3300401,33004,1,KH42,1
3300402,33004,2,KH41,1
3300101,33004,3,KH40,1
3300501,33005,1,NULL,1
3300502,33005,2,NULL,1
3300601,33006,1,OT01,1
3300602,33006,2,OT02,1
3300603,33006,3,OT03,1
3300604,33006,4,OT04,1
3300605,33006,5,OT05,1
3300606,33006,6,OT06,1
3300607,33006,7,OT07,1
3300608,33006,8,OT08,1
3300609,33006,9,OT09,1
3300610,33006,10,OT10,1
3300611,33006,11,OT11,1
3300612,33006,12,OT12,1
3300613,33006,13,OT13,1
3300614,33006,14,OT14,1
3300615,33006,15,OT15,1
3300616,33006,16,OT16,1
3300617,33006,17,OT17,1
3300618,33006,18,OT18,1
3300619,33006,19,OT19,1
3300620,33006,20,OT20,1
3300621,33006,21,OT21,1
3300701,33007,1,NULL,0
3300702,33007,2,NULL,0
3300703,33007,3,NULL,0
3300704,33007,4,NULL,0
3300705,33007,5,NULL,0
3300706,33007,6,T08,1
3300707,33007,7,OT31,1
3300708,33007,8,OT32,1
3300709,33007,9,OT33,1
3300710,33007,10,OT34,1
3300711,33007,11,OT35,1
3300612,33007,12,OT12,1
3300138,33008,1,KH03,1
3300802,33008,2,KH51,1
3300803,33008,3,KH52,1
3300804,33008,4,KH53,1
3300805,33008,5,KH54,1
3400101,34001,1,HK01,1
3400102,34001,2,HK02,1
3400103,34001,3,HK03,1
3400104,34001,4,HK04,1
3400105,34001,5,HK05,1
3400106,34001,6,HK06,1
3400107,34001,7,HK07,1
3400108,34001,8,HK08,1
3400109,34001,9,HK09,1
3400110,34001,10,HK10,1
3400111,34001,11,HK11,1
3400112,34001,12,HK12,1
3400113,34001,13,HK13,1
3400114,34001,14,HK14,1
3400115,34001,15,HK15,1
9963001,34001,16,HK16,1
3400101,34002,1,HK01,1
3400102,34002,2,HK02,1
3400103,34002,3,HK03,1
3400204,34002,4,HK41,1
3400205,34002,5,HK42,1
3400206,34002,6,HK43,1
3400207,34002,7,HK44,1
3400208,34002,8,HK45,1
3400209,34002,9,HK46,1
3400210,34002,10,HK47,1
3400211,34002,11,HK48,1
3400212,34002,12,HK49,1
3400213,34002,13,HK50,1
3400214,34002,14,HK51,1
3400215,34002,15,HK52,1
3400216,34002,16,HK53,1
3400217,34002,17,HK54,1
3400218,34002,18,HK55,1
1162910,34002,19,HK56,1
3400301,34003,1,HK86,1
3400302,34003,2,HK85,1
3400303,34003,3,HK84,1
3400304,34003,4,HK83,1
3400305,34003,5,HK82,1
3400306,34003,6,HK81,1
3400307,34003,7,HK80,1
3400308,34003,8,HK79,1
3400309,34003,9,HK78,1
3400310,34003,10,HK77,1
3400328,34003,11,HK76,1
3400311,34003,12,HK75,1
3400312,34003,13,HK74,1
3400313,34003,14,HK73,1
3400314,34003,15,HK72,1
3400315,34003,16,HK71,1
3400316,34003,17,HK70,1
3400317,34003,18,HK69,1
3400318,34003,19,HK68,1
3400327,34003,20,HK67,1
3400319,34003,21,HK66,1
3400320,34003,22,HK65,1
3400321,34003,23,HK64,1
3400322,34003,24,HK63,1
3400323,34003,25,HK62,1
3400324,34003,26,HK61,1
3400103,34003,27,HK03,1
3400101,34003,28,HK01,1
3400401,34004,1,HK21,1
3400402,34004,2,HK22,1
3400108,34004,3,HK08,1
3400404,34004,4,HK23,1
3400405,34004,5,HK24,1
3400406,34004,6,HK25,1
3400407,34004,7,HK26,1
3400408,34004,8,HK27,1
3400409,34004,9,HK28,1
1162910,34004,10,HK56,1
3400109,34005,1,HK09,1
3400502,34005,2,HK29,1
3400503,34005,3,HK30,1
3400106,34006,1,HK06,1
3400602,34006,2,HK18,1
3400603,34006,3,HK19,1
3400604,34006,4,HK20,1
3400211,34007,1,HK48,1
3400702,34007,2,HK57,1
3400703,34007,3,HK58,1
3400704,34007,4,HK59,1
3400801,34008,1,HK95,1
3400802,34008,2,HK94,1
3400803,34008,3,HK93,1
3400804,34008,4,HK92,1
3400805,34008,5,HK91,1
3400806,34008,6,HK90,1
3400807,34008,7,HK89,1
3400808,34008,8,HK88,1
3400322,34008,9,HK63,1
3400810,34008,10,HK87,1
3400811,34008,11,K11,1
3400306,34009,1,HK81,1
3400902,34009,2,HK96,1
3400903,34009,3,HK97,1
3400904,34009,4,HK98,1
3500101,35001,1,HS01,1
1162309,35001,2,HS02,1
3500103,35001,3,HS03,1
3500104,35001,4,HS04,1
3500105,35001,5,HS05,1
3500106,35001,6,HS06,1
3500107,35001,7,HS07,1
3500108,35001,8,HS08,1
3500109,35001,9,HS09,1
3500110,35001,10,HS10,1
3500111,35001,11,HS11,1
3500112,35001,12,HS12,1
3500113,35001,13,HS13,1
3500114,35001,14,HS14,1
3500115,35001,15,HS15,1
3400401,35001,16,HS16,1
3500117,35001,17,HS17,1
3500118,35001,18,HS18,1
3500119,35001,19,HS19,1
3500120,35001,20,HS20,1
3500121,35001,21,HS21,1
3500122,35001,22,HS22,1
3500123,35001,23,HS23,1
3500124,35001,24,HS24,1
3500125,35001,25,HS25,1
3500126,35001,26,HS26,1
3500127,35001,27,HS27,1
3500128,35001,28,HS28,1
3500129,35001,29,HS29,1
3500130,35001,30,HS30,1
3500131,35001,31,HS31,1
9963001,35001,32,HS32,1
1160314,35001,33,HS33,1
3100101,35002,1,HS41,1
3500210,35002,2,HS42,1
3500209,35002,3,HS43,1
3500208,35002,4,HS44,1
1162307,35002,5,HS45,1
3500202,35002,6,HS46,1
3500203,35002,7,HS47,1
3500204,35002,8,HS48,1
3500205,35002,9,HS49,1
3500108,35002,10,HS08,1
3500109,35002,11,HS09,1
3500112,35003,1,HS12,1
3500302,35003,2,HS53,1
3500303,35003,3,HS52,1
3500304,35003,4,HS51,1
3600101,36001,1,T01,1
3600102,36001,2,T02,1
3600103,36001,3,T03,1
3600104,36001,4,T04,1
3600105,36001,5,T05,1
3600106,36001,6,T06,1
