code,id,name,name_kana,station_size,company_code,color,symbol,closed
11307,376e23,JR根岸線,じぇいあーるねぎしせん,12,2,#00B2E5,JK,0
11308,a048fc,JR横須賀線,じぇいあーるよこすかせん,19,2,#007AC0,JO,0
11309,e80090,JR相模線,じぇいあーるさがみせん,18,2,#009793,NULL,0
11311,833adc,JR中央本線(東京～塩尻),じぇいあーるちゅうおうほんせん,53,2,#0000FF,NULL,0
11312,58158b,JR中央線(快速),じぇいあーるちゅうおうせん,24,2,#F15A22,JC,0
11313,bacc17,JR中央・総武線,じぇいあーるちゅうおう・そうぶせん,39,2,#FFD400,JB,0
11314,fdcd01,JR総武本線,じぇいあーるそうぶほんせん,31,2,#FFC20D,NULL,0
11315,4cc2c7,JR青梅線,じぇいあーるおうめせん,25,2,#F15A22,JC,0
11316,f40a7c,JR五日市線,じぇいあーるいつかいちせん,7,2,#F15A22,JC,0
11317,0b3cc9,JR八高線(八王子～高麗川),じぇいあーるはちこうせん,9,2,#A8A39D,NULL,0
11318,5aee92,JR八高線(高麗川～高崎),じぇいあーるはちこうせん,16,2,#A8A39D,NULL,0
11319,2d2b3a,JR東北本線(宇都宮線),じぇいあーるとうほくほんせん,33,2,#F68B1E,JU,0
11320,02d454,JR常磐線(上野～取手),じぇいあーるじょうばんせん,19,2,#00B261,NULL,0
11321,ea7240,JR埼京線,じぇいあーるさいきょうせん,19,2,#00B48D,JA,0
11322,15a08a,JR川越線,じぇいあーるかわごえせん,11,2,NULL,NULL,0
11323,e31da4,JR高崎線,じぇいあーるたかさきせん,24,2,#F68B1E,JU,0
11324,baba65,JR外房線,じぇいあーるそとぼうせん,27,2,#DB4028,NULL,0
11325,c628ee,JR内房線,じぇいあーるうちぼうせん,32,2,#00BFFF,NULL,0
11326,c930f9,JR京葉線,じぇいあーるけいようせん,17,2,#C9242F,JE,0
11327,f204e9,JR成田線,じぇいあーるなりたせん,28,2,#000000,JO,0
11328,859601,JR成田エクスプレス,じぇいあーるなりたえくすぷれす,22,2,NULL,NULL,0
11329,7fe2ca,JR鹿島線,じぇいあーるかしません,7,2,#C56E2E,NULL,0
11330,a3fab8,JR久留里線,じぇいあーるくるりせん,14,2,#00AC97,NULL,0
11331,d88aa7,JR東金線,じぇいあーるとうがねせん,5,2,#F15A22,NULL,0
11332,69d2d0,JR京浜東北線,じぇいあーるけいひんとうほくせん,36,2,#00B2E5,JK,0
11333,f8787b,JR湘南新宿ライン,じぇいあーるしょうなんしんじゅくらいん,16,2,NULL,JS,0
11343,d11c9e,JR上野東京ライン,じぇいあーるうえのとうきょうらいん,2,2,#F68B1E,JU,0
11334,771730,JR烏山線,じぇいあーるからすやません,8,2,#008000,NULL,0
11335,d103e5,JR吾妻線,じぇいあーるあがつません,18,2,#0F5474,NULL,0
11337,3b609e,JR信越本線,じぇいあーるしんえつほんせん,8,2,#9ACD32,NULL,0
11338,0f46c5,JR水郡線,じぇいあーるすいぐんせん,46,2,#368C44,NULL,0
11339,26e059,JR水戸線,じぇいあーるみとせん,16,2,#3333FF,NULL,0
11340,59cb13,JR日光線,じぇいあーるにっこうせん,7,2,#880022,NULL,0
11341,e9e076,JR両毛線,じぇいあーるりょうもうせん,22,2,#FFFF00,NULL,0
11342,1d2d8b,JR上越線,じぇいあーるじょうえつせん,36,2,#00B3E6,NULL,0
11401,b7288e,JR小海線(八ヶ岳高原線),じぇいあーるこうみせん(やつがたけこうげんせん),31,2,#008000,NULL,0
11402,b3c630,JR身延線,じぇいあーるみのぶせん,39,3,NULL,NULL,0
11403,36c983,JR信越本線(篠ノ井～長野),じぇいあーるしんえつほんせん,5,2,#00BFFF,NULL,0
11404,df8569,JR信越本線(直江津～新潟),じぇいあーるしんえつほんせん,42,2,#00B3E6,NULL,0
11405,17da13,JR北陸本線(富山～直江津),じぇいあーるほくりくほんせん,24,4,NULL,NULL,1
11406,ea45bc,JR白新線,じぇいあーるはくしんせん,10,2,#F387B7,NULL,0
11407,24151f,JR飯山線,じぇいあーるいいやません,31,2,#9ACD32,NULL,0
11408,3d62cd,JR越後線,じぇいあーるえちごせん,32,2,#40934D,NULL,0
11409,061970,JR大糸線,じぇいあーるおおいとせん,42,2,#9370DB,NULL,0
11410,01316a,JR弥彦線,じぇいあーるやひこせん,8,2,#922790,NULL,0
11411,c4c71b,JR中央本線(名古屋～塩尻),じぇいあーるちゅうおうほんせん,40,3,#3B6C9C,CF,0
11412,a44152,JR篠ノ井線,じぇいあーるしののいせん,15,2,#F77321,NULL,0
11413,a0c4b3,JR飯田線(豊橋～天竜峡),じぇいあーるいいだせん,51,3,#87CEEB,CD,0
11414,e23796,JR飯田線(天竜峡～辰野),じぇいあーるいいだせん,44,3,#87CEEB,CD,0
11415,0a8372,JR北陸本線(米原～金沢),じぇいあーるほくりくほんせん,43,4,NULL,NULL,0
11416,7e050d,JR高山本線,じぇいあーるたかやまほんせん,45,3,NULL,CG,0
11417,eb96b5,JR城端線,じぇいあーるじょうはなせん,14,4,NULL,NULL,0
11418,ec058d,JR氷見線,じぇいあーるひみせん,8,4,NULL,NULL,0
11419,669cf3,JR七尾線,じぇいあーるななおせん,20,4,#B7282E,NULL,0
11421,447d7f,JR越美北線(九頭竜線),じぇいあーるえつみほくせん(くずりゅうせん),23,4,NULL,NULL,0
11422,732431,JR小浜線,じぇいあーるおばません,24,4,NULL,NULL,0
11501,383001,JR東海道本線(熱海～浜松),じぇいあーるとうかいどうほんせん,35,3,#F57615,CA,0
11502,159e94,JR東海道本線(浜松～岐阜),じぇいあーるとうかいどうほんせん,41,3,#F57615,CA,0
11503,d27067,JR東海道本線(岐阜～美濃赤坂・米原),じぇいあーるとうかいどうほんせん,12,3,#F57615,CA,0
11504,b2110b,JR伊東線,じぇいあーるいとうせん,6,2,#F68B1E,NULL,0
11505,3bec94,JR御殿場線,じぇいあーるごてんばせん,19,3,#247B30,CB,0
11506,8d391a,JR武豊線,じぇいあーるたけとよせん,10,3,NULL,NULL,0
11507,8031dd,JR太多線,じぇいあーるたいたせん,8,3,#BFBA2F,CI,0
11508,146fd6,JR関西本線(名古屋～亀山),じぇいあーるかんさいほんせん,18,3,#3DBC87,CJ,0
11509,10f069,JR関西本線(亀山～加茂),じぇいあーるかんさいほんせん,12,4,#5726B7,V,0
11510,d1a3fc,JR紀勢本線,じぇいあーるきせいほんせん,41,3,NULL,NULL,0
11511,34383f,JR草津線,じぇいあーるくさつせん,11,4,#5A9934,C,0
11512,b1c370,JR参宮線,じぇいあーるさんぐうせん,11,3,NULL,NULL,0
11513,053b08,JR名松線,じぇいあーるめいしょうせん,15,3,NULL,NULL,0
11601,314055,JR東海道本線(琵琶湖線)(米原～京都),じぇいあーるとうかいどうほんせん(びわこせん),20,4,#0072BC,A,0
11602,a0face,JR東海道本線(京都線)(京都～大阪),じぇいあーるとうかいどうほんせん(きょうとせん),17,4,#0072BC,A,0
11603,8d61a7,JR東海道本線(神戸線)(大阪～神戸),じぇいあーるとうかいどうほんせん(こうべせん),17,4,#0072BC,A,0
11605,acd783,JR湖西線,じぇいあーるこせいせん,22,4,#00ACD1,B,0
11607,32f472,JR関西本線(大和路線)(加茂～ＪＲ難波),じぇいあーるかんさいほんせん(やまとじせん),22,4,#00B17B,Q,0
11608,eb7489,JR山陽本線(神戸線)(神戸～姫路),じぇいあーるさんようほんせん(こうべせん),23,4,#0072BC,A,0
11609,8dcc61,JR山陽本線(姫路～岡山),じぇいあーるさんようほんせん,19,4,NULL,NULL,0
11610,ee50a1,JR山陽本線(岡山～三原),じぇいあーるさんようほんせん,20,4,#009966,NULL,0
11611,2cffe5,JR山陽本線(三原～岩国),じぇいあーるさんようほんせん,31,4,NULL,NULL,0
11612,d24f07,JR山陽本線(岩国～門司),じぇいあーるさんようほんせん,37,4,NULL,NULL,0
11613,41516e,JR山陽本線(兵庫～和田岬),じぇいあーるさんようほんせん,2,4,NULL,NULL,0
11614,1e4dc2,JR山陰本線(嵯峨野線)(京都～園部),じぇいあーるさんいんほんせん(さがのせん),16,4,#878DDC,E,0
11615,6eedcc,JR山陰本線(園部～豊岡),じぇいあーるさんいんほんせん,24,4,#878DDC,E,0
11616,fe4ba9,JR山陰本線(豊岡～米子),じぇいあーるさんいんほんせん,41,4,#B8D200,NULL,0
11617,f1b0e1,JR片町線(学研都市線),じぇいあーるかたまちせん,24,4,#FF1493,H,0
11618,3d4054,JR奈良線,じぇいあーるならせん,21,4,#AA731C,D,0
11622,5c7e2c,JR舞鶴線,じぇいあーるまいづるせん,9,4,#FF8E1F,L,0
11623,56c24a,JR大阪環状線,じぇいあーるおおさかかんじょうせん,19,4,#E80000,O,0
11624,d6834a,JR桜島線(ゆめ咲線),じぇいあーるさくらじません(ゆめさきせん),4,4,#0A318E,P,0
11625,5aa1c4,JR東西線,じぇいあーるとうざいせん,9,4,#FF1493,H,0
11626,983ea4,JR阪和線(天王寺～和歌山),じぇいあーるはんわせん,35,4,#FF6600,R,0
11627,6d4c22,JR阪和線(鳳～東羽衣),じぇいあーるはんわせん,2,4,NULL,NULL,0
11628,0ce7f7,JR関西空港線,じぇいあーるかんさいくうこうせん,3,4,#0072BC,S,0
11629,c96cfb,JR福知山線(宝塚線)(新大阪～篠山口),じぇいあーるふくちやません(たからづかせん),23,4,#FFBA00,G,0
11630,2ab61b,JR福知山線(篠山口～福知山),じぇいあーるふくちやません,10,4,#FFBA00,G,0
11631,b88e21,JR赤穂線,じぇいあーるあこうせん,22,4,NULL,NULL,0
11632,22fa1e,JR加古川線,じぇいあーるかこがわせん,21,4,#00BAA5,I,0
11633,7120e4,JR姫新線(姫路～佐用),じぇいあーるきしんせん,12,4,#FF593E,K,0
11634,13eb4d,JR姫新線(佐用～新見),じぇいあーるきしんせん,25,4,#FF593E,K,0
11635,b7db06,JR播但線,じぇいあーるばんたんせん,18,4,#A52F5D,J,0
11636,976f28,JR和歌山線,じぇいあーるわかやません,36,4,#F79FBA,T,0
11637,128cba,JR桜井線,じぇいあーるさくらいせん,14,4,#A0283A,U,0
11639,e2d8c3,JR紀勢本線(きのくに線)(新宮～和歌山),じぇいあーるきせいほんせん,54,4,#00B1C2,W,0
11640,db091c,JR紀勢本線(和歌山～和歌山市),じぇいあーるきせいほんせん,3,4,NULL,NULL,0
11641,762ba7,JRおおさか東線,じぇいあーるおおさかひがしせん,14,4,#347293,F,0
11701,6cbdb8,JR山陰本線(米子～益田),じぇいあーるさんいんほんせん,45,4,#F26122,D,0
11702,488249,JR山陰本線(益田・仙崎～下関),じぇいあーるさんいんほんせん,40,4,#7E733D,NULL,0
11703,8b37eb,JR伯備線,じぇいあーるはくびせん,33,4,#35934A,V,0
11704,363854,JR因美線,じぇいあーるいんびせん,20,4,#996633,B,0
11705,487650,JR境線,じぇいあーるさかいせん,16,4,#0066B3,C,0
11706,749826,JR木次線,じぇいあーるきすきせん,18,4,#FFC20E,E,0
11707,deb7cb,JR三江線,じぇいあーるさんこうせん,35,4,#00B2E5,F,1
11708,d4f99a,JR山口線,じぇいあーるやまぐちせん,28,4,#F37052,NULL,0
11709,5263fd,JR宇野線,じぇいあーるうのせん,15,4,NULL,NULL,0
11710,fb8bae,JR本四備讃線(瀬戸大橋線),じぇいあーるほんしびさんせん(せとおおはしせん),6,4,#0040FF,M,0
11713,2b879e,JR吉備線,じぇいあーるきびせん,10,4,#F6A4B4,U,0
11714,63f169,JR芸備線,じぇいあーるげいびせん,46,4,#8F7DB9,P,0
11715,89b800,JR津山線,じぇいあーるつやません,17,4,#FDBD18,T,0
11716,cf673d,JR呉線,じぇいあーるくれせん,32,4,#FFA500,Y,0
11717,baa13b,JR可部線,じぇいあーるかべせん,16,4,#09C0B0,B,0
11720,c0fa44,JR福塩線,じぇいあーるふくえんせん,30,4,#49479E,Z,0
11721,1be1cb,JR宇部線,じぇいあーるうべせん,18,4,#B02857,NULL,0
11722,7ccdaa,JR美祢線,じぇいあーるみねせん,12,4,#D6007F,NULL,0
11723,b9a0cd,JR小野田線,じぇいあーるおのだせん,12,4,#695FAA,NULL,0
11724,7d00ac,JR岩徳線,じぇいあーるがんとくせん,16,4,#00A663,NULL,0
11801,09faa3,JR土讃線,じぇいあーるどさんせん,61,5,#FF3399,NULL,0
11802,030e39,JR高徳線,じぇいあーるこうとくせん,29,5,#8AC53E,NULL,0
11803,318b6c,JR徳島線(よしの川ブルーライン),じぇいあーるとくしません,26,5,#4A92B7,B,0
11804,9b8bf5,JR牟岐線,じぇいあーるむぎせん,30,5,#00B5AD,M,0
11805,f256b8,JR鳴門線,じぇいあーるなるとせん,7,5,#8C2C5F,N,0
11806,96e4ef,JR予讃線,じぇいあーるよさんせん,57,5,#FF9900,Y,0
11807,4993bb,JR予讃・内子線,じぇいあーるよさん・うちこせん,41,5,NULL,NULL,0
11808,4d4ab7,JR予土線(しまんとグリーンライン),じぇいあーるよどせん,22,5,#009257,G,0
11901,e207bb,JR博多南線,じぇいあーるはかたみなみせん,2,4,NULL,NULL,0
11902,589202,JR鹿児島本線(下関・門司港～博多),じぇいあーるかごしまほんせん,33,6,NULL,NULL,0
11903,22432c,JR鹿児島本線(博多～八代),じぇいあーるかごしまほんせん,51,6,NULL,NULL,0
11904,e12def,JR鹿児島本線(川内～鹿児島),じぇいあーるかごしまほんせん,14,6,NULL,NULL,0
11905,5df168,JR長崎本線(鳥栖～長崎),じぇいあーるながさきほんせん,42,6,NULL,NULL,0
11906,3b7fca,JR日豊本線(門司港～佐伯),じぇいあーるにっぽうほんせん,60,6,NULL,NULL,0
11907,f7aa6c,JR日豊本線(佐伯～鹿児島中央),じぇいあーるにっぽうほんせん,56,6,NULL,NULL,0
11908,08dc5a,JR篠栗線(福北ゆたか線),じぇいあーるささぐりせん(ふくほくゆたかせん),12,6,#FFFF00,NULL,0
11909,81b9fd,JR筑肥線(姪浜～西唐津),じぇいあーるちくひせん,21,6,NULL,JK,0
11910,89cfe2,JR筑豊本線(若松線)(若松～折尾),じぇいあーるちくほうほんせん(わかまつせん),6,6,NULL,NULL,0
11911,dd8b48,JR筑豊本線(福北ゆたか線)(折尾～桂川),じぇいあーるちくほうほんせん(ふくほくゆたかせん),16,6,#FFFF00,NULL,0
11912,d86e65,JR筑豊本線(原田線)(桂川～原田),じぇいあーるちくほうほんせん(はるだせん),5,6,NULL,NULL,0
11913,71dd92,JR久大本線(ゆふ高原線),じぇいあーるきゅうだいほんせん(ゆふこうげんせん),37,6,NULL,NULL,0
11914,7133be,JR日田彦山線,じぇいあーるひたひこさんせん,29,6,NULL,NULL,0
11915,49a39a,JR後藤寺線,じぇいあーるごとうじせん,6,6,NULL,NULL,0
11916,49d4f8,JR香椎線(海の中道線)(西戸崎～香椎),じぇいあーるかしいせん(うみのなかみちせん),6,6,NULL,NULL,0
11917,310de4,JR香椎線(香椎～宇美),じぇいあーるかしいせん,11,6,NULL,NULL,0
11918,0e9ae7,JR佐世保線,じぇいあーるさせぼせん,14,6,NULL,NULL,0
11920,7f6e89,JR筑肥線(西唐津～伊万里),じぇいあーるちくひせん,14,6,NULL,NULL,0
11921,e40e93,JR唐津線,じぇいあーるからつせん,16,6,NULL,NULL,0
11922,4b2c53,JR大村線,じぇいあーるおおむらせん,13,6,NULL,NULL,0
11923,3e398b,JR豊肥本線(阿蘇高原線),じぇいあーるほうひほんせん(あそこうげんせん),37,6,NULL,NULL,0
11924,63faed,JR三角線,じぇいあーるみすみせん,13,6,NULL,NULL,0
11925,69939b,JR肥薩線(えびの高原線)(八代～吉松),じぇいあーるひさつせん(えびのこうげんせん),19,6,NULL,NULL,0
11926,7a2ce3,JR肥薩線(吉松～隼人),じぇいあーるひさつせん,10,6,NULL,NULL,0
11927,c7fd20,JR宮崎空港線,じぇいあーるみやざきくうこうせん,4,6,NULL,NULL,0
11928,2c2d5d,JR日南線,じぇいあーるにちなんせん,29,6,NULL,NULL,0
11929,9429c7,JR吉都線(えびの高原線),じぇいあーるきっとせん(えびのこうげんせん),17,6,NULL,NULL,0
11930,91970b,JR指宿枕崎線,じぇいあーるいぶすきまくらざきせん,36,6,NULL,NULL,0
21001,4a0af8,東武東上線,とうぶとうじょうせん,38,11,#004098,TJ,0
21002,5ea11b,東武伊勢崎線,とうぶいせさきせん,56,11,NULL,NULL,0
21003,86d172,東武日光線,とうぶにっこうせん,26,11,#FF8000,TN,0
21004,ceacd5,東武野田線,とうぶのだせん,35,11,#33CCCC,TD,0
21005,7bff80,東武亀戸線,とうぶかめいどせん,5,11,#0F6CC3,TS,0
21006,2ce92f,東武大師線,とうぶたいしせん,2,11,#0F6CC3,TS,0
21007,893ea5,東武越生線,とうぶおごせせん,8,11,#004098,TJ,0
21008,dcf19c,東武宇都宮線,とうぶうつのみやせん,12,11,#FF8000,TN,0
21009,fc0073,東武鬼怒川線,とうぶきぬがわせん,9,11,#FFA500,TN,0
21010,433e06,東武佐野線,とうぶさのせん,10,11,#FF0000,TI,0
21011,d335b9,東武桐生線,とうぶきりゅうせん,8,11,#FF0000,TI,0
21012,d676de,東武小泉線,とうぶこいずみせん,9,11,#FF0000,TI,0
22001,a92a6a,西武池袋線,せいぶいけぶくろせん,32,12,#FF6600,SI,0
22002,7684e3,西武秩父線,せいぶちちぶせん,6,12,#FF6600,SI,0
22003,e3bb40,西武有楽町線,せいぶゆうらくちょうせん,3,12,#FF6600,SI,0
22004,dcd737,西武豊島線,せいぶとしません,2,12,#FF6600,SI,0
22005,e8ac68,西武狭山線,せいぶさやません,3,12,#FF6600,SI,0
22006,6325b3,西武山口線,せいぶやまぐちせん,3,12,#FF3333,SY,0
22007,26978d,西武新宿線,せいぶしんじゅくせん,29,12,#0099CC,SS,0
22008,08c57f,西武拝島線,せいぶはいじません,8,12,#0099CC,SS,0
22009,3f4777,西武西武園線,せいぶせいぶえんせん,2,12,#33CC66,SK,0
22010,8093d6,西武国分寺線,せいぶこくぶんじせん,5,12,#32CD32,SK,0
22011,1e719e,西武多摩湖線,せいぶたまこせん,8,12,#FFCC33,ST,0
22012,aa7bb3,西武多摩川線,せいぶたまがわせん,6,12,#FF6600,SW,0
23001,8d594c,京成本線,けいせいほんせん,45,13,#005AAA,KS,0
23002,5f43f1,京成押上線,けいせいおしあげせん,7,13,#005AAA,KS,0
23003,e253b9,京成金町線,けいせいかなまちせん,3,13,#005AAA,KS,0
23004,e62070,京成千葉線,けいせいちばせん,10,13,#005AAA,KS,0
23005,2b2d84,京成千原線,けいせいちはらせん,6,13,#005AAA,KS,0
23006,c8468c,京成成田空港線(成田スカイアクセス),けいせいなりたくうこうせん(なりたすかいあくせす),11,13,#FF8620,KS,0
24001,a5656b,京王京王線,けいおうけいおうせん,34,14,#DD3377,KO,0
24002,dbc973,京王相模原線,けいおうさがみはらせん,12,14,#DD3377,KO,0
24003,550f60,京王高尾線,けいおうたかおせん,7,14,#DD3377,KO,0
24004,6ae809,京王競馬場線,けいおうけいばじょうせん,2,14,#DD3377,KO,0
24005,5b2e9a,京王動物園線,けいおうどうぶつえんせん,2,14,#DD3377,KO,0
24006,51fa1a,京王井の頭線,けいおういのがしらせん,17,14,#333388,IN,0
25001,cd858f,小田急小田原線,おだきゅうおだわらせん,47,15,#2288CC,OH,0
25002,135c5c,小田急江ノ島線,おだきゅうえのしません,17,15,#2288CC,OE,0
25003,605584,小田急多摩線,おだきゅうたません,8,15,#2288CC,OT,0
26001,65fc8e,東急東横線,とうきゅうとうよこせん,21,16,#DA0442,TY,0
26002,982d8a,東急目黒線,とうきゅうめぐろせん,13,16,#009CD2,MG,0
26003,63dcc7,東急田園都市線,とうきゅうでんえんとしせん,27,16,#38B48B,DT,0
26004,1da7e0,東急大井町線,とうきゅうおおいまちせん,18,16,#F18C43,OM,0
26005,cf8aa8,東急池上線,とうきゅういけがみせん,15,16,#EE86A7,IK,0
26006,3d7165,東急多摩川線,とうきゅうたまがわせん,7,16,#AE0378,TM,0
26007,0477d1,東急世田谷線,とうきゅうせたがやせん,10,16,#FCC70D,SG,0
26008,fe06ac,東急こどもの国線,とうきゅうこどものくにせん,3,16,#0068B7,KD,0
27001,8f85fa,京急本線,けいきゅうほんせん,50,17,#00BFFF,KK,0
27002,cd1b4a,京急空港線,けいきゅうくうこうせん,7,17,#00BFFF,KK,0
27003,c7fc45,京急大師線,けいきゅうたいしせん,7,17,#00BFFF,KK,0
27004,e3f69f,京急逗子線,けいきゅうずしせん,4,17,#00BFFF,KK,0
27005,1965a8,京急久里浜線,けいきゅうくりはません,9,17,#00BFFF,KK,0
28001,e5308b,東京メトロ銀座線,とうきょうめとろぎんざせん,19,18,#F39700,G,0
28002,663030,東京メトロ丸ノ内線,とうきょうめとろまるのうちせん,28,18,#E60012,NULL,0
28003,14d1ab,東京メトロ日比谷線,とうきょうめとろひびやせん,21,18,#9CAEB7,H,0
28004,63424b,東京メトロ東西線,とうきょうめとろとうざいせん,23,18,#00A7DB,T,0
28005,f98afc,東京メトロ千代田線,とうきょうめとろちよだせん,20,18,#009944,C,0
28006,1e4559,東京メトロ有楽町線,とうきょうめとろゆうらくちょうせん,24,18,#D7C447,Y,0
28008,0fde40,東京メトロ半蔵門線,とうきょうめとろはんぞうもんせん,14,18,#800080,Z,0
