code,id,name,name_kana,station_size,company_code,color,symbol,closed
99906,8cd01c,福岡市営地下鉄箱崎線,ふくおかしえいちかてつはこざきせん,7,231,#0077CC,H,0
99907,d01086,福岡市営地下鉄七隈線,ふくおかしえいちかてつななくません,16,231,#00AA44,N,0
99908,10d5c0,北九州高速鉄道,きたきゅうしゅうこうそくてつどう,13,232,NULL,NULL,0
99909,643708,筑豊電気鉄道,ちくほうでんきてつどう,21,233,#E30075,CK,0
99910,e6a53c,松浦鉄道西九州線(有田～伊万里),まつうらてうどう,11,234,NULL,NULL,0
99911,42dbbc,松浦鉄道西九州線(伊万里～佐世保),まつうらてつどう,47,234,NULL,NULL,0
99912,5d1778,島原鉄道,しまばらてつどう,24,235,NULL,NULL,0
99913,e284d6,長崎電軌１系統,ながさきでんきいちけいとう,26,236,#0000FF,NULL,0
99914,dd46aa,長崎電軌３系統,ながさきでんきにけいとう,24,236,#FF0000,NULL,0
99915,adbf2f,長崎電軌４系統,ながさきでんきよんけいとう,10,236,#FFCC00,NULL,0
99916,c64b54,長崎電軌５系統,ながさきでんきごけいとう,13,236,#005A52,NULL,0
99917,241b14,熊本電鉄本線,くまもとでんてつほんせん,13,237,NULL,NULL,0
99918,b6f3e3,熊本電鉄上熊本線,くまもとでんてつかみくまもとせん,6,237,NULL,NULL,0
99919,9dbffa,南阿蘇鉄道高森線,みなみあそてつどうたかもりせん,10,238,NULL,NULL,0
99920,5eacec,くま川鉄道湯前線,くまがわてつどうゆのまえせん,14,239,NULL,NULL,0
99921,997bb3,肥薩おれんじ鉄道,ひさつおれんじてつどう,28,240,NULL,NULL,0
99922,dcc033,熊本市電Ａ系統,くまもとしでんえーけいとう,26,241,NULL,NULL,0
99923,ae3954,熊本市電Ｂ系統,くまもとしでんびーけいとう,28,241,NULL,NULL,0
99925,8c61e1,鹿児島市電１系統,かごしましでんいちけいとう,24,242,#4243BE,I,0
99926,1e8de5,鹿児島市電２系統,かごしましでんにけいとう,20,242,#EF1731,N,0
99927,81c9c7,ゆいレール,ゆいれーる,19,243,#E70F3F,NULL,0
99220,5d8822,南部縦貫鉄道線,なんぶじゅうかんてつどうせん,11,NULL,NULL,NULL,1
99221,1bf7a5,横荘線,おうしょうせん,2,NULL,NULL,NULL,1
99222,0cc82d,雄勝線,おがちせん,2,NULL,NULL,NULL,1
99347,7e1430,鹿島臨海鉄道鹿島臨港線,かしまりんかいてつどうかしまりんこうせん,2,136,NULL,NULL,1
99348,565c30,京王御陵線,けいおうごりょうせん,2,14,NULL,NULL,1
99349,706519,鉄道院中央本線,てつどういんちゅうおうほんせん,1,NULL,NULL,NULL,1
99350,2712ee,湘南軌道,しょうなんきどう,8,NULL,NULL,NULL,1
99428,ac5120,福井鉄道鯖浦線,ふくいてつどうせいほうせん,12,168,NULL,NULL,1
99656,f6eba2,北丹鉄道,ほくたんてつどう,8,NULL,NULL,NULL,1
11725,d7a953,倉吉線,くらよしせん,9,NULL,NULL,NULL,1
99719,ea8b6b,下津井電鉄,しもついでんてつ,15,NULL,NULL,NULL,1
11809,86a2b4,鍛冶屋原線,かじやばらせん,5,NULL,NULL,NULL,1
99813,256374,伊予鉄道森松線,いよてつどうもりまつせん,3,NULL,NULL,NULL,1
11931,3ee6bc,勝田線,かつたせん,7,NULL,NULL,NULL,1
11932,cd818e,宮之城線,みやのじょうせん,20,NULL,NULL,NULL,1
99929,a447c8,嘉手納線,かでなせん,3,NULL,NULL,NULL,1
99345,3b0c2b,ディズニーリゾートライン線,でぃずにーりぞーとらいんせん,4,NULL,NULL,NULL,0
31028,7b928f,近鉄内部線,きんてつうつべせん,8,21,NULL,NULL,0
31029,a8d277,近鉄八王子線,きんてつはちおうじせん,4,21,NULL,NULL,0
99654,761223,北近畿タンゴ鉄道宮津線,きたきんきたんごてつどうみやづせん,19,NULL,NULL,NULL,0
99655,9c642b,北近畿タンゴ鉄道宮福線,きたきんきたんごてつどうみやふくせん,14,NULL,NULL,NULL,0
99346,be0228,上野懸垂線(上野動物園モノレール),うえのけんすいせん(うえのどうぶつえんものれーる),2,119,NULL,NULL,0
11232,7bdaac,JR仙石東北ライン,じぇいあーるせんせきとうほくらいん,14,2,NULL,NULL,0
99219,7ea4bc,三陸鉄道南リアス線,さんりくてつどうみなみりあすせん,10,109,#008DD1,NULL,1
