station_code,line_code,index,numbering
9940810,99408,12,NULL
9940811,99408,13,NULL
9940812,99408,14,NULL
9940813,99408,15,NULL
9940814,99408,16,NULL
9940815,99408,17,NULL
1140504,99408,18,NULL
9940817,99408,19,NULL
9940818,99408,20,NULL
9940819,99408,21,NULL
9940820,99408,22,NULL
9940821,99408,23,NULL
9940822,99408,24,NULL
9940823,99408,25,NULL
9940824,99408,26,NULL
9940825,99408,27,NULL
9940826,99408,28,NULL
9940827,99408,29,NULL
9940828,99408,30,NULL
9940841,99408,31,NULL
9940829,99408,32,NULL
9940830,99408,33,NULL
9940831,99408,34,NULL
9940832,99408,35,NULL
9940833,99408,36,NULL
9940834,99408,37,NULL
9940835,99408,38,NULL
9940836,99408,39,NULL
9940837,99408,40,NULL
9940838,99408,41,NULL
9940807,99409,1,NULL
9940902,99409,2,NULL
9940903,99409,3,NULL
9940904,99409,4,NULL
9940905,99409,5,NULL
9940906,99409,6,NULL
9940907,99409,7,NULL
9940908,99409,8,NULL
9940909,99409,9,NULL
9940910,99409,10,NULL
9940911,99409,11,NULL
9940912,99409,12,NULL
9940913,99409,13,NULL
9940914,99409,14,NULL
9940801,99410,1,NULL
9940802,99410,2,NULL
9941016,99410,3,NULL
9941003,99410,4,NULL
9941004,99410,5,NULL
9941005,99410,6,NULL
9941006,99410,7,NULL
9941007,99410,8,NULL
9941008,99410,9,NULL
9941009,99410,10,NULL
9941010,99410,11,NULL
9941011,99410,12,NULL
9941012,99410,13,NULL
9941013,99410,14,NULL
9941014,99410,15,NULL
9940909,99410,16,NULL
9941201,99412,1,NULL
9941202,99412,2,NULL
9941203,99412,3,NULL
9941204,99412,4,NULL
9941301,99413,1,NULL
9941302,99413,2,NULL
9941303,99413,3,NULL
9941304,99413,4,NULL
9941305,99413,5,NULL
9941306,99413,6,NULL
9941307,99413,7,NULL
9941308,99413,8,NULL
9941321,99413,9,NULL
9941309,99413,10,NULL
9941310,99413,11,NULL
9941311,99413,12,NULL
9941312,99413,13,NULL
9941313,99413,14,NULL
9941322,99413,15,NULL
9941314,99413,16,NULL
9941315,99413,17,NULL
9941316,99413,18,NULL
9941317,99413,19,NULL
9941318,99413,20,NULL
9941319,99413,21,NULL
9941320,99413,22,NULL
9941316,99422,1,NULL
9942202,99422,2,NULL
9942203,99422,3,NULL
9942204,99422,4,NULL
9941308,99422,5,NULL
9941401,99414,1,NULL
9941425,99414,2,NULL
9941402,99414,3,NULL
9941403,99414,4,NULL
9941404,99414,5,NULL
9941405,99414,6,NULL
9941406,99414,7,NULL
9941407,99414,8,NULL
9941408,99414,9,NULL
9941409,99414,10,NULL
9941410,99414,11,NULL
9941411,99414,12,NULL
9941412,99414,13,NULL
9941413,99414,14,NULL
9941414,99414,15,NULL
9941415,99414,16,NULL
9941416,99414,17,NULL
9941417,99414,18,NULL
9941418,99414,19,NULL
9941419,99414,20,NULL
9941420,99414,21,NULL
9941421,99414,22,NULL
9941422,99414,23,NULL
9941423,99414,24,NULL
9941424,99414,25,NULL
9941322,99415,1,NULL
9941501,99415,2,NULL
9941502,99415,3,NULL
9941503,99415,4,NULL
9941504,99415,5,NULL
9941505,99415,6,NULL
9941506,99415,7,NULL
9941507,99415,8,NULL
9941508,99415,9,NULL
9941509,99415,10,NULL
9941510,99415,11,NULL
9941511,99415,12,NULL
9941512,99415,13,NULL
9941513,99415,14,NULL
9941601,99416,1,NULL
9941602,99416,2,NULL
9941603,99416,3,NULL
9941604,99416,4,NULL
9941605,99416,5,NULL
9941606,99416,6,NULL
9941607,99416,7,NULL
9941608,99416,8,NULL
9941609,99416,9,NULL
9941610,99416,10,NULL
9941619,99416,11,NULL
9941611,99416,12,NULL
9941612,99416,13,NULL
9941613,99416,14,NULL
9941614,99416,15,NULL
9941615,99416,16,NULL
9941616,99416,17,NULL
9941701,99417,1,NULL
9941702,99417,2,NULL
9941703,99417,3,NULL
9941704,99417,4,NULL
9941705,99417,5,NULL
9941706,99417,6,NULL
9941707,99417,7,NULL
9941708,99417,8,NULL
9941709,99417,9,NULL
9941710,99417,10,NULL
9941711,99417,11,NULL
9941712,99417,12,NULL
1140513,99423,1,NULL
1140514,99423,2,NULL
1140515,99423,3,NULL
100909,99423,4,NULL
1140517,99423,5,NULL
1140518,99423,6,NULL
1140519,99423,7,NULL
1140520,99423,8,NULL
1140521,99423,9,NULL
1140522,99423,10,NULL
1140523,99423,11,NULL
1140321,99423,12,NULL
1140312,99424,1,NULL
1140313,99424,2,NULL
1140314,99424,3,NULL
1140315,99424,4,NULL
1140316,99424,5,NULL
100908,99424,6,NULL
1140318,99424,7,NULL
1140319,99424,8,NULL
1140320,99424,9,NULL
1140321,99424,10,NULL
1141547,99425,1,NULL
1141548,99425,2,NULL
1141549,99425,3,NULL
1141550,99425,4,NULL
1141556,99425,5,NULL
1141551,99425,6,NULL
1141552,99425,7,NULL
1141553,99425,8,NULL
1141554,99425,9,NULL
100911,99425,10,NULL
1140502,99425,11,NULL
1140503,99425,12,NULL
1140504,99425,13,NULL
1140505,99425,14,NULL
1140506,99425,15,NULL
1140507,99425,16,NULL
1140508,99425,17,NULL
1140509,99425,18,NULL
1140510,99425,19,NULL
1140511,99425,20,NULL
1140512,99425,21,NULL
1140513,99425,22,NULL
100913,99426,1,NULL
1141544,99426,2,NULL
1141545,99426,3,NULL
1141546,99426,4,NULL
1141547,99426,5,NULL
1141919,99418,1,NULL
1141920,99418,2,NULL
9941802,99418,3,NULL
9941803,99418,4,NULL
9941804,99418,5,NULL
9941805,99418,6,NULL
9941806,99418,7,NULL
9941807,99418,8,NULL
1141523,99419,1,E1
9941902,99419,2,E2
9941903,99419,3,E3
9941904,99419,4,E4
9941905,99419,5,E5
9941906,99419,6,E6
9941907,99419,7,E7
9941908,99419,8,E8
9941909,99419,9,E9
9941910,99419,10,E10
9941911,99419,11,E11
9941912,99419,12,E12
9941913,99419,13,E13
9941914,99419,14,E14
9941915,99419,15,E15
9941916,99419,16,E16
9941917,99419,17,E17
9941918,99419,18,E18
9941919,99419,19,E19
9941920,99419,20,E20
9941921,99419,21,E21
9941922,99419,22,E22
9941923,99419,23,E23
1141523,99420,1,E1
9941902,99420,2,E2
9941903,99420,3,E3
9942024,99420,4,E24
9942004,99420,5,E25
9942005,99420,6,E26
9942006,99420,7,E27
9942022,99420,8,E28
9942023,99420,9,E29
9942007,99420,10,E30
9942008,99420,11,E31
9942009,99420,12,E32
9942010,99420,13,E33
9942011,99420,14,E34
9942012,99420,15,E35
9942013,99420,16,E36
9942014,99420,17,E37
9942015,99420,18,E38
9942016,99420,19,E39
9942017,99420,20,E40
9942018,99420,21,E41
9942019,99420,22,E42
9942020,99420,23,E43
9942021,99420,24,E44
9942101,99421,1,F0
9942102,99421,2,F1
9942124,99421,3,F2
9942103,99421,4,F3
9942104,99421,5,F4
9942105,99421,6,F5
9942106,99421,7,F6
9942107,99421,8,F7
9942108,99421,9,F8
9942109,99421,10,F9
9942110,99421,11,F10
9942125,99421,12,F11
9942111,99421,13,F12
9942112,99421,14,F13
9942126,99421,15,F14
9942113,99421,16,F15
9942114,99421,17,F16
9942115,99421,18,F17
9942116,99421,19,F18
9942117,99421,20,F19
9942118,99421,21,F20
9942119,99421,22,F21
9942120,99421,23,F22
9942122,99421,24,F23
9942005,99421,25,F24
1150406,99501,1,NULL
9950102,99501,2,NULL
9950103,99501,3,NULL
9950104,99501,4,NULL
9950105,99501,5,NULL
9950106,99501,6,NULL
9950107,99501,7,NULL
9950108,99501,8,NULL
9950109,99501,9,NULL
9950110,99501,10,NULL
9950111,99501,11,NULL
9950112,99501,12,NULL
9950113,99501,13,NULL
9950114,99501,14,NULL
9950115,99501,15,NULL
9950116,99501,16,NULL
100206,99502,1,IS01
9950202,99502,2,IS02
9950203,99502,3,IS03
9950204,99502,4,IS04
9950205,99502,5,IS05
9950206,99502,6,IS06
9950207,99502,7,IS07
9950208,99502,8,IS08
9950209,99502,9,IS09
9950210,99502,10,IS10
9950211,99502,11,IS11
9950212,99502,12,IS12
9950213,99502,13,IS13
1150108,99503,1,NULL
9950302,99503,2,NULL
9950303,99503,3,NULL
9950304,99503,4,NULL
9950305,99503,5,NULL
9950306,99503,6,NULL
9950307,99503,7,NULL
9950308,99503,8,NULL
9950309,99503,9,NULL
9950310,99503,10,NULL
9950401,99504,1,S01
9950402,99504,2,S02
9950403,99504,3,S03
9950404,99504,4,S04
9950405,99504,5,S05
9950406,99504,6,S06
9950407,99504,7,S07
9950408,99504,8,S08
9950409,99504,9,S09
1150116,99504,10,S10
9950411,99504,11,S11
9950412,99504,12,S12
9950413,99504,13,S13
9950414,99504,14,S14
9950415,99504,15,S15
100209,99505,1,NULL
9950502,99505,2,NULL
9950503,99505,3,NULL
9950504,99505,4,NULL
9950505,99505,5,NULL
9950506,99505,6,NULL
9950507,99505,7,NULL
9950508,99505,8,NULL
9950509,99505,9,NULL
9950510,99505,10,NULL
9950539,99505,11,NULL
9950511,99505,12,NULL
9950512,99505,13,NULL
9950513,99505,14,NULL
9950514,99505,15,NULL
9950515,99505,16,NULL
9950516,99505,17,NULL
9950517,99505,18,NULL
9950518,99505,19,NULL
9950519,99505,20,NULL
9950520,99505,21,NULL
9950521,99505,22,NULL
9950522,99505,23,NULL
9950523,99505,24,NULL
9950524,99505,25,NULL
9950525,99505,26,NULL
9950526,99505,27,NULL
9950527,99505,28,NULL
9950528,99505,29,NULL
9950529,99505,30,NULL
9950530,99505,31,NULL
9950531,99505,32,NULL
9950532,99505,33,NULL
9950533,99505,34,NULL
9950534,99505,35,NULL
9950535,99505,36,NULL
9950538,99505,37,NULL
9950536,99505,38,NULL
1150208,99505,39,NULL
9950601,99506,1,01
9950602,99506,2,02
9950603,99506,3,03
9950604,99506,4,04
9950605,99506,5,05
9950606,99506,6,06
9950607,99506,7,07
9950608,99506,8,08
9950609,99506,9,09
9950610,99506,10,10
9950611,99506,11,11
9950612,99506,12,12
9950613,99506,13,13
9950614,99506,14,14
9950615,99506,15,15
9950616,99506,16,16
9950617,99506,17,17
9950518,99506,18,18
1150126,99507,1,NULL
9950702,99507,2,NULL
9950703,99507,3,NULL
9950704,99507,4,NULL
9950705,99507,5,NULL
9950706,99507,6,NULL
9950707,99507,7,NULL
9950708,99507,8,NULL
9950709,99507,9,NULL
9950710,99507,10,NULL
9950711,99507,11,NULL
9950712,99507,12,NULL
9950713,99507,13,NULL
9950714,99507,14,NULL
9950715,99507,15,NULL
9950716,99507,16,NULL
9950717,99507,17,NULL
9950718,99507,18,NULL
9950719,99507,19,NULL
9950719,99508,1,NULL
9950802,99508,2,NULL
9950803,99508,3,NULL
9950804,99508,4,NULL
9950805,99508,5,NULL
9950806,99508,6,NULL
9950807,99508,7,NULL
9950808,99508,8,NULL
9950809,99508,9,NULL
9950810,99508,10,NULL
9950811,99508,11,NULL
9950812,99508,12,NULL
9950813,99508,13,NULL
9950814,99508,14,NULL
100213,99509,1,AN01
9950902,99509,2,AN02
9950903,99509,3,AN03
9950904,99509,4,AN04
9950905,99509,5,AN05
9950906,99509,6,AN06
9950907,99509,7,AN07
9950908,99509,8,AN08
9950909,99509,9,AN09
9950910,99509,10,AN10
9950911,99509,11,AN11
1150234,99510,1,NULL
9951002,99510,2,NULL
9951003,99510,3,NULL
9951004,99510,4,NULL
9951005,99510,5,NULL
1141107,99510,6,NULL
1150219,99511,1,01
9951102,99511,2,02
9951103,99511,3,03
9951104,99511,4,04
9951105,99511,5,05
9951106,99511,6,06
9951107,99511,7,07
9951108,99511,8,08
9951109,99511,9,09
9951110,99511,10,10
9951111,99511,11,11
9951112,99511,12,12
9951113,99511,13,13
9951114,99511,14,14
9951115,99511,15,15
9951116,99511,16,16
9951117,99511,17,17
9951118,99511,18,18
9951119,99511,19,19
9951120,99511,20,20
9951121,99511,21,21
9951122,99511,22,22
1141110,99511,23,23
9951201,99512,1,L01
9951202,99512,2,L02
9951203,99512,3,L03
9951204,99512,4,L04
9951205,99512,5,L05
9951206,99512,6,L06
9951207,99512,7,L07
9951208,99512,8,L08
9951118,99512,9,L09
9951301,99513,1,H01
1150802,99513,2,H02
9951303,99513,3,H03
9951304,99513,4,H04
9951305,99513,5,H05
9951306,99513,6,H06
9951307,99513,7,H07
100213,99513,8,H08
9951309,99513,9,H09
9951310,99513,10,H10
9951311,99513,11,H11
1141104,99513,12,H12
9951313,99513,13,H13
9951314,99513,14,H14
9951315,99513,15,H15
9951316,99513,16,H16
9951317,99513,17,H17
9951318,99513,18,H18
9951319,99513,19,H19
9951320,99513,20,H20
9951321,99513,21,H21
9951201,99513,22,H22
9951401,99514,1,M13
1141105,99514,2,M12
9951403,99514,3,M11
9951404,99514,4,M10
9951405,99514,5,M09
9951406,99514,6,M08
9951407,99514,7,M07
9951408,99514,8,M06
9951310,99514,9,M05
9951410,99514,10,M04
9951411,99514,11,M03
9951412,99514,12,M02
1141102,99514,13,M01
9951414,99514,14,M28
9951415,99514,15,M27
9951416,99514,16,M26
9951417,99514,17,M25
9951418,99514,18,M24
9951419,99514,19,M23
9951420,99514,20,M22
9951421,99514,21,M21
9951422,99514,22,M20
9951423,99514,23,M19
9951424,99514,24,M18
9951316,99514,25,M17
9951426,99514,26,M16
9951427,99514,27,M15
9951428,99514,28,M14
1141102,99515,1,E01
9951502,99515,2,E02
9951503,99515,3,E03
9951504,99515,4,E04
9951505,99515,5,E05
9951506,99515,6,E06
9951507,99515,7,E07
3001506,99516,1,T01
9951602,99516,2,T02
9951603,99516,3,T03
9951604,99516,4,T04
9951605,99516,5,T05
9951606,99516,6,T06
9951309,99516,7,T07
9951608,99516,8,T08
9951411,99516,9,T09
1141103,99516,10,T10
9951611,99516,11,T11
9951612,99516,12,T12
9951613,99516,13,T13
9951614,99516,14,T14
9951422,99516,15,T15
9951616,99516,16,T16
9951617,99516,17,T17
9951618,99516,18,T18
9951619,99516,19,T19
3000609,99516,20,T20
9951701,99517,1,S01
100213,99517,2,S02
9951703,99517,3,S03
9951606,99517,4,S04
9951408,99517,5,S05
9951706,99517,6,S06
9951707,99517,7,S07
9951313,99517,8,S08
9951709,99517,9,S09
9951612,99517,10,S10
9951711,99517,11,S11
9951712,99517,12,S12
9951713,99517,13,S13
9951419,99517,14,S14
9951715,99517,15,S15
9951716,99517,16,S16
9951717,99517,17,S17
9951718,99517,18,S18
9951719,99517,19,S19
9951720,99517,20,S20
9951721,99517,21,S21
9951403,99518,1,K02
3001801,99518,2,K01
9952001,99520,1,1
9952002,99520,2,2
9952003,99520,3,3
9952004,99520,4,4
9952005,99520,5,5
9952006,99520,6,6
9952007,99520,7,7
9952008,99520,8,8
9952009,99520,9,9
9952010,99520,10,10
9952011,99520,11,11
9952012,99520,12,12
9952013,99520,13,13
9952014,99520,14,14
9952015,99520,15,15
9952016,99520,16,16
9952101,99521,1,1
9952102,99521,2,2
9952103,99521,3,3
9952104,99521,4,4
9952105,99521,5,5
9952106,99521,6,6
9952107,99521,7,7
9952108,99521,8,8
9952109,99521,9,9
9952110,99521,10,10
9952111,99521,11,11
9952112,99521,12,12
9952113,99521,13,13
9952202,99521,14,14
9952112,99522,1,12
9952202,99522,2,14
1141105,99523,1,Y01
9951401,99523,2,Y02
9951428,99523,3,Y03
9952304,99523,4,Y04
9952305,99523,5,Y05
9952306,99523,6,Y06
9952307,99523,7,Y07
9952308,99523,8,Y08
9952309,99523,9,Y09
1141118,99524,1,NULL
9952402,99524,2,NULL
9952403,99524,3,NULL
9952404,99524,4,NULL
9952405,99524,5,NULL
9952411,99524,6,NULL
9952406,99524,7,NULL
9952407,99524,8,NULL
9952408,99524,9,NULL
9952409,99524,10,NULL
9952410,99524,11,NULL
1141608,99525,1,NULL
9952502,99525,2,NULL
9952503,99525,3,NULL
9952504,99525,4,NULL
9952505,99525,5,NULL
9952506,99525,6,NULL
9952507,99525,7,NULL
9952508,99525,8,NULL
9952509,99525,9,NULL
9952510,99525,10,NULL
9952511,99525,11,NULL
9952512,99525,12,NULL
9952513,99525,13,NULL
9952514,99525,14,NULL
9952515,99525,15,NULL
9952516,99525,16,NULL
9952517,99525,17,NULL
9952518,99525,18,NULL
9952519,99525,19,NULL
9952520,99525,20,NULL
9952521,99525,21,NULL
9952522,99525,22,NULL
9952523,99525,23,NULL
9952524,99525,24,NULL
9952525,99525,25,NULL
9952526,99525,26,NULL
9952527,99525,27,NULL
9952528,99525,28,NULL
9952529,99525,29,NULL
9952530,99525,30,NULL
9952531,99525,31,NULL
9952532,99525,32,NULL
9952533,99525,33,NULL
9952534,99525,34,NULL
9952535,99525,35,NULL
9952536,99525,36,NULL
9952537,99525,37,NULL
9952538,99525,38,NULL
1150304,99526,1,NULL
9952602,99526,2,NULL
9952603,99526,3,NULL
9952604,99526,4,NULL
9952605,99526,5,NULL
9952606,99526,6,NULL
9952607,99526,7,NULL
9952608,99526,8,NULL
9952609,99526,9,NULL
9952610,99526,10,NULL
9952611,99526,11,NULL
9952612,99526,12,NULL
9952613,99526,13,NULL
9952614,99526,14,NULL
9952615,99526,15,NULL
9952616,99526,16,NULL
9952617,99526,17,NULL
9952618,99526,18,NULL
9952619,99526,19,NULL
3102717,99528,1,NULL
9952802,99528,2,NULL
9952803,99528,3,NULL
9952804,99528,4,NULL
9952805,99528,5,NULL
9952806,99528,6,NULL
9952807,99528,7,NULL
9952808,99528,8,NULL
9952809,99528,9,NULL
9952810,99528,10,NULL
9952811,99528,11,NULL
9952812,99528,12,NULL
9952813,99528,13,NULL
9952814,99528,14,NULL
9952815,99528,15,NULL
9952901,99529,1,NULL
9952902,99529,2,NULL
9952903,99529,3,NULL
9952904,99529,4,NULL
9952905,99529,5,NULL
9952906,99529,6,NULL
9952907,99529,7,NULL
9952908,99529,8,NULL
9952909,99529,9,NULL
9952910,99529,10,NULL
9952911,99529,11,NULL
9952912,99529,12,NULL
9952913,99529,13,NULL
1150814,99530,1,3
9953002,99530,2,4
9953003,99530,3,5
9953004,99530,4,6
9953005,99530,5,7
9953006,99530,6,8
9953007,99530,7,9
9953008,99530,8,10
9953009,99530,9,11
1151004,99530,10,12
1150907,99531,1,NULL
9953102,99531,2,NULL
9953103,99531,3,NULL
9953104,99531,4,NULL
9953105,99531,5,NULL
9953106,99531,6,NULL
9953107,99531,7,NULL
9953115,99531,8,NULL
9953108,99531,9,NULL
9953109,99531,10,NULL
9953110,99531,11,NULL
9953111,99531,12,NULL
9953112,99531,13,NULL
9953113,99531,14,NULL
3100539,99531,15,NULL
1150808,99532,1,NULL
9953202,99532,2,NULL
9953203,99532,3,NULL
9953204,99532,4,NULL
9953205,99532,5,NULL
9953206,99532,6,NULL
9953207,99532,7,NULL
9953208,99532,8,NULL
9953209,99532,9,NULL
9953210,99532,10,NULL
9953211,99532,11,NULL
9953212,99532,12,NULL
9953213,99532,13,NULL
9953214,99532,14,NULL
9953215,99532,15,NULL
9953216,99532,16,NULL
9953217,99532,17,NULL
1150304,99532,18,NULL
9953219,99532,19,NULL
9953220,99532,20,NULL
9953221,99532,21,NULL
9953222,99532,22,NULL
9953223,99532,23,NULL
9953224,99532,24,NULL
9953225,99532,25,NULL
9953226,99532,26,NULL
9953227,99532,27,NULL
100215,99601,1,NULL
9960102,99601,2,NULL
9960103,99601,3,NULL
1160102,99601,4,NULL
9960125,99601,5,NULL
9960105,99601,6,NULL
9960106,99601,7,NULL
9960107,99601,8,NULL
9960108,99601,9,NULL
9960109,99601,10,NULL
9960110,99601,11,NULL
9960111,99601,12,NULL
9960112,99601,13,NULL
9960113,99601,14,NULL
9960114,99601,15,NULL
9960115,99601,16,NULL
9960116,99601,17,NULL
9960117,99601,18,NULL
9960118,99601,19,NULL
9960119,99601,20,NULL
9960120,99601,21,NULL
9960121,99601,22,NULL
9960122,99601,23,NULL
9960123,99601,24,NULL
1151106,99601,25,NULL
9960106,99602,1,NULL
9960203,99602,2,NULL
9960202,99602,3,NULL
9960112,99603,1,NULL
9960302,99603,2,NULL
9960303,99603,3,NULL
9960304,99603,4,NULL
9960305,99603,5,NULL
9960306,99603,6,NULL
1160108,99603,7,NULL
1151106,99604,1,NULL
9960402,99604,2,NULL
9960403,99604,3,NULL
9960404,99604,4,NULL
9960405,99604,5,NULL
9960406,99604,6,NULL
9960501,99605,1,NULL
9960502,99605,2,NULL
9960503,99605,3,NULL
9960504,99605,4,NULL
3300401,99606,1,E01
9960602,99606,2,E02
9960603,99606,3,E03
9960604,99606,4,E04
9960605,99606,5,E05
9960606,99606,6,E06
9960607,99606,7,E07
9960608,99606,8,E08
9960606,99607,1,E06
9960702,99607,2,E09
9960703,99607,3,E10
9960704,99607,4,E11
9960705,99607,5,E12
9960706,99607,6,E13
9960707,99607,7,E14
9960708,99607,8,E15
9960709,99607,9,E16
9960710,99607,10,E17
1161514,99608,1,F1
9960802,99608,2,F2
9960803,99608,3,F3
9960804,99608,4,F4
9960805,99608,5,F5
9960806,99608,6,F6
9960807,99608,7,F7
9960808,99608,8,F8
9960809,99608,9,F9
9960810,99608,10,F10
9960811,99608,11,F11
9960812,99608,12,F12
9960813,99608,13,F13
9960814,99608,14,F14
9960814,99609,1,T14
9960908,99609,2,T15
9960909,99609,3,T16
9960910,99609,4,T17
9960911,99609,5,T18
9960912,99609,6,T19
9960913,99609,7,T20
9960914,99609,8,T21
9960915,99609,9,T22
9960916,99609,10,T23
9960917,99609,11,T24
9960918,99609,12,T25
1161524,99609,13,T26
1162208,99653,1,M8
9960902,99653,2,M9
9960903,99653,3,M10
9960904,99653,4,M11
9960905,99653,5,M12
9960906,99653,6,M13
9960814,99653,7,M14
9961001,99610,1,K01
9961002,99610,2,K02
9961003,99610,3,K03
9961004,99610,4,K04
9961005,99610,5,K05
9961006,99610,6,K06
9961007,99610,7,K07
9961008,99610,8,K08
9961009,99610,9,K09
9961010,99610,10,K10
100216,99610,11,K11
9961012,99610,12,K12
9961013,99610,13,K13
9961014,99610,14,K14
3102505,99610,15,K15/B05
1161806,99611,1,T01
9961102,99611,2,T02
9961103,99611,3,T03
9961104,99611,4,T04
9961105,99611,5,T05
9961106,99611,6,T06
1160119,99611,7,T07
3300701,99611,8,T08
9961109,99611,9,T09
9961110,99611,10,T10
9961111,99611,11,T11
9961112,99611,12,T12
9961008,99611,13,T13
9961114,99611,14,T14
1161403,99611,15,T15
9961116,99611,16,T16
9961117,99611,17,T17
9961201,99612,1,A1
3400304,99612,2,A2
9961203,99612,3,A3
9961204,99612,4,A4
9961213,99612,5,A5
9961205,99612,6,A6
9961206,99612,7,A7
9961207,99612,8,A8
9961208,99612,9,A9
9961209,99612,10,A10
9961210,99612,11,A11
9961211,99612,12,A12
9961212,99612,13,A13
9961207,99613,1,A8
9961310,99613,2,B1
9961302,99613,3,B2
9961303,99613,4,B3
9961304,99613,5,B4
9961305,99613,6,B5
9961306,99613,7,B6
9961307,99613,8,B7
9961308,99613,9,B8
9961309,99613,10,B9
9961401,99614,1,M08
9961402,99614,2,M09
9961403,99614,3,M10
9961404,99614,4,M11
3200715,99616,1,SB01
9961602,99616,2,SB02
9961603,99616,3,SB03
9961604,99616,4,SB04
9961605,99616,5,SB05
9961606,99616,6,SB06
3200124,99617,1,NULL
9961702,99617,2,NULL
9961703,99617,3,NULL
9961704,99617,4,NULL
9961705,99617,5,NULL
9961706,99617,6,NULL
9961707,99617,7,NULL
9961708,99617,8,NULL
9961709,99617,9,NULL
9961710,99617,10,NULL
9961404,99618,1,M11
9961802,99618,2,M12
100217,99618,3,M13
9961804,99618,4,M14
9961805,99618,5,M15
9961806,99618,6,M16
3300140,99618,7,M17
9961808,99618,8,M18
9961809,99618,9,M19
9961810,99618,10,M20
9961811,99618,11,M21
9961812,99618,12,M22
1160719,99618,13,M23
9961814,99618,14,M24
9961815,99618,15,M25
1162605,99618,16,M26
9961817,99618,17,M27
9961818,99618,18,M28
9961819,99618,19,M29
9961820,99618,20,M30
9961901,99619,1,T11
9961902,99619,2,T12
9961903,99619,3,T13
9961904,99619,4,T14
9961905,99619,5,T15
9961906,99619,6,T16
9961907,99619,7,T17
3400811,99619,8,T18
9961909,99619,9,T19
9961910,99619,10,T20
9961911,99619,11,T21
3300138,99619,12,T22
9961913,99619,13,T23
9961914,99619,14,T24
9961915,99619,15,T25
9961916,99619,16,T26
1160719,99619,17,T27
9961918,99619,18,T28
9961919,99619,19,T29
9961920,99619,20,T30
9961921,99619,21,T31
9961922,99619,22,T32
9961923,99619,23,T33
9961924,99619,24,T34
9961925,99619,25,T35
9961926,99619,26,T36
9962001,99620,1,Y11
9962002,99620,2,Y12
9961808,99620,3,Y13
9962004,99620,4,Y14
9961810,99620,5,Y15
9961811,99620,6,Y16
9962007,99620,7,Y17
9962008,99620,8,Y18
9962009,99620,9,Y19
9962010,99620,10,Y20
9962011,99620,11,Y21
9962101,99621,1,C10
9962102,99621,2,C11
9962103,99621,3,C12
1162306,99621,4,C13
3500208,99621,5,C14
9962106,99621,6,C15
9961808,99621,7,C16
9962108,99621,8,C17
9961913,99621,9,C18
1162315,99621,10,C19
9962111,99621,11,C20
9962112,99621,12,C21
9962113,99621,13,C22
3102301,99621,14,C23
9962201,99622,1,S11
9962202,99622,2,S12
9962106,99622,3,S13
9962204,99622,4,S14
3500210,99622,5,S15
9961810,99622,6,S16
9962207,99622,7,S17
9961915,99622,8,S18
1162317,99622,9,S19
9962210,99622,10,S20
9962211,99622,11,S21
9962212,99622,12,S22
9962213,99622,13,S23
9962214,99622,14,S24
3400811,99623,1,K11
9962302,99623,2,K12
9961911,99623,3,K13
3300139,99623,4,K14
9962108,99623,5,K15
9962306,99623,6,K16
9962207,99623,7,K17
9962308,99623,8,K18
9961812,99623,9,K19
3200103,99623,10,K20
1162305,99624,1,N11
9962402,99624,2,N12
9962204,99624,3,N13
9962404,99624,4,N14
9961809,99624,5,N15
9962306,99624,6,N16
9962407,99624,7,N17
9961914,99624,8,N18
1162316,99624,9,N19
1162315,99624,10,N20
9962411,99624,11,N21
1161724,99624,12,N22
9962413,99624,13,N23
9962414,99624,14,N24
9962415,99624,15,N25
9962416,99624,16,N26
9962417,99624,17,N27
9965201,99652,1,I11
9965202,99652,2,I12
9965203,99652,3,I13
9961903,99652,4,I14
9965205,99652,5,I15
9965206,99652,6,I16
9965207,99652,7,I17
9962413,99652,8,I18
1161723,99652,9,I19
9962111,99652,10,I20
9962210,99652,11,I21
9962101,99625,1,P09
9962502,99625,2,P10
9962503,99625,3,P11
9962504,99625,4,P12
9962505,99625,5,P13
9962506,99625,6,P14
9962507,99625,7,P15
9962508,99625,8,P16
9962509,99625,9,P17
9962011,99625,10,P18
9962601,99626,1,11
3400210,99626,2,12
9962603,99626,3,13
9962604,99626,4,14
9961401,99626,5,15
3400802,99626,6,16
9962607,99626,7,17
9962608,99626,8,18
3400318,99626,9,19
9962610,99626,10,20
9962611,99626,11,21
9962612,99626,12,22
9961901,99626,13,23
3300128,99626,14,24
9962607,99627,1,17
9962702,99627,2,51
9962703,99627,3,52
9962704,99627,4,53
9962705,99627,5,54
9962801,99628,1,HN01
9961918,99628,2,HN02
9962803,99628,3,HN03
9962804,99628,4,HN04
9962805,99628,5,HN05
9962806,99628,6,HN06
9962807,99628,7,HN07
9962808,99628,8,HN08
9962809,99628,9,HN09
9962810,99628,10,HN10
9962811,99628,11,HN11
9962308,99629,1,HN51
9962902,99629,2,HN52
9962903,99629,3,HN53
9962904,99629,4,HN54
9962905,99629,5,HN55
9962906,99629,6,HN56
9962907,99629,7,HN57
9962908,99629,8,HN58
9962909,99629,9,HN59
9962910,99629,10,HN60
9962911,99629,11,HN61
9962810,99629,12,HN10
9962913,99629,13,HN12
9962914,99629,14,HN13
9962915,99629,15,HN14
9962916,99629,16,HN15
9962917,99629,17,HN16
9962918,99629,18,HN17
9962919,99629,19,HN18
9962920,99629,20,HN19
