station_code,line_code,index,numbering
1140806,11408,6,NULL
1140807,11408,7,NULL
1140808,11408,8,NULL
1140809,11408,9,NULL
1140810,11408,10,NULL
1140811,11408,11,NULL
1140812,11408,12,NULL
1140813,11408,13,NULL
1140814,11408,14,NULL
1140815,11408,15,NULL
1140816,11408,16,NULL
1140817,11408,17,NULL
1140818,11408,18,NULL
1140819,11408,19,NULL
1140820,11408,20,NULL
1140821,11408,21,NULL
1140822,11408,22,NULL
1140823,11408,23,NULL
1140824,11408,24,NULL
1140825,11408,25,NULL
1140826,11408,26,NULL
1140827,11408,27,NULL
1140828,11408,28,NULL
1140829,11408,29,NULL
1140830,11408,30,NULL
1140831,11408,31,NULL
100512,11408,32,NULL
1140901,11409,1,42
1140902,11409,2,41
1140903,11409,3,40
1140904,11409,4,39
1140905,11409,5,38
1140906,11409,6,37
1140907,11409,7,36
1140908,11409,8,35
1140909,11409,9,34
1140910,11409,10,33
1140911,11409,11,32
1140912,11409,12,31
1140913,11409,13,30
1140914,11409,14,29
1140915,11409,15,28
1140916,11409,16,27
1140917,11409,17,26
1140918,11409,18,25
1140919,11409,19,24
1140920,11409,20,23
1140921,11409,21,22
1140922,11409,22,21
1140923,11409,23,20
1140924,11409,24,19
1140925,11409,25,18
1140926,11409,26,17
1140927,11409,27,16
1140928,11409,28,15
1140929,11409,29,14
1140930,11409,30,13
1140931,11409,31,12
1140932,11409,32,11
1140933,11409,33,10
1140934,11409,34,9
1140935,11409,35,NULL
1140936,11409,36,NULL
1140937,11409,37,NULL
1140938,11409,38,NULL
1140939,11409,39,NULL
1140940,11409,40,NULL
1140941,11409,41,NULL
100909,11409,42,NULL
1141001,11410,1,NULL
1141002,11410,2,NULL
1140818,11410,3,NULL
1141004,11410,4,NULL
1141005,11410,5,NULL
100511,11410,6,NULL
1141007,11410,7,NULL
1140430,11410,8,NULL
100213,11411,1,CF00
1141102,11411,2,CF01
1141103,11411,3,CF02
1141104,11411,4,CF03
1141105,11411,5,CF04
1141106,11411,6,CF05
1141107,11411,7,CF06
1141108,11411,8,CF07
1141109,11411,9,CF08
1141110,11411,10,CF09
1141111,11411,11,CF10
1141112,11411,12,CF11
1141113,11411,13,CF12
1141114,11411,14,CF13
1141115,11411,15,CF14
1141116,11411,16,CF15
1141117,11411,17,CF16
1141118,11411,18,CF17
1141119,11411,19,CF18
1141120,11411,20,CF19
1141121,11411,21,CF20
1141122,11411,22,CF21
1141123,11411,23,CF22
1141124,11411,24,CF23
1141125,11411,25,CF24
1141126,11411,26,CF25
1141127,11411,27,CF26
1141128,11411,28,CF27
1141129,11411,29,CF28
1141130,11411,30,CF29
1141131,11411,31,CF30
1141132,11411,32,CF31
1141133,11411,33,CF32
1141134,11411,34,CF33
1141135,11411,35,CF34
1141136,11411,36,CF35
1141137,11411,37,CF36
1141138,11411,38,CF37
1141139,11411,39,CF38
1131153,11411,40,CF39
1131153,11412,1,NULL
1141202,11412,2,NULL
1141203,11412,3,NULL
1141215,11412,4,NULL
1141204,11412,5,NULL
1140901,11412,6,NULL
1141206,11412,7,NULL
1141207,11412,8,NULL
1141208,11412,9,NULL
1141209,11412,10,NULL
1141210,11412,11,NULL
1141211,11412,12,NULL
1141212,11412,13,NULL
1141213,11412,14,NULL
1140301,11412,15,NULL
100211,11413,1,CD00
1141302,11413,2,CD01
1141303,11413,3,CD02
1141304,11413,4,CD03
1141305,11413,5,CD04
1141306,11413,6,CD05
1141307,11413,7,NULL
1141308,11413,8,NULL
1141309,11413,9,NULL
1141310,11413,10,NULL
1141311,11413,11,NULL
1141312,11413,12,NULL
1141313,11413,13,NULL
1141314,11413,14,NULL
1141315,11413,15,NULL
1141316,11413,16,NULL
1141317,11413,17,NULL
1141318,11413,18,NULL
1141319,11413,19,NULL
1141320,11413,20,NULL
1141321,11413,21,NULL
1141322,11413,22,NULL
1141323,11413,23,NULL
1141324,11413,24,NULL
1141325,11413,25,NULL
1141326,11413,26,NULL
1141327,11413,27,NULL
1141328,11413,28,NULL
1141329,11413,29,NULL
1141330,11413,30,NULL
1141331,11413,31,NULL
1141332,11413,32,NULL
1141333,11413,33,NULL
1141334,11413,34,NULL
1141335,11413,35,NULL
1141336,11413,36,NULL
1141337,11413,37,NULL
1141338,11413,38,NULL
1141339,11413,39,NULL
1141340,11413,40,NULL
1141341,11413,41,NULL
1141342,11413,42,NULL
1141343,11413,43,NULL
1141344,11413,44,NULL
1141345,11413,45,NULL
1141346,11413,46,NULL
1141347,11413,47,NULL
1141348,11413,48,NULL
1141349,11413,49,NULL
1141350,11413,50,NULL
1141351,11413,51,NULL
1141351,11414,1,NULL
1141402,11414,2,NULL
1141403,11414,3,NULL
1141404,11414,4,NULL
1141405,11414,5,NULL
1141406,11414,6,NULL
1141407,11414,7,NULL
1141408,11414,8,NULL
1141409,11414,9,NULL
1141410,11414,10,NULL
1141411,11414,11,NULL
1141412,11414,12,NULL
1141413,11414,13,NULL
1141414,11414,14,NULL
1141415,11414,15,NULL
1141416,11414,16,NULL
1141417,11414,17,NULL
1141418,11414,18,NULL
1141419,11414,19,NULL
1141420,11414,20,NULL
1141421,11414,21,NULL
1141422,11414,22,NULL
1141423,11414,23,NULL
1141424,11414,24,NULL
1141425,11414,25,NULL
1141426,11414,26,NULL
1141427,11414,27,NULL
1141428,11414,28,NULL
1141429,11414,29,NULL
1141430,11414,30,NULL
1141431,11414,31,NULL
1141432,11414,32,NULL
1141433,11414,33,NULL
1141434,11414,34,NULL
1141435,11414,35,NULL
1141436,11414,36,NULL
1141437,11414,37,NULL
1141438,11414,38,NULL
1141439,11414,39,NULL
1141440,11414,40,NULL
1141441,11414,41,NULL
1141442,11414,42,NULL
1141443,11414,43,NULL
1131150,11414,44,NULL
100215,11415,1,A12
1141502,11415,2,A11
1141503,11415,3,A10
1141504,11415,4,A09
1141505,11415,5,A08
1141506,11415,6,A07
1141507,11415,7,A06
1141508,11415,8,A05
1141509,11415,9,A04
1141510,11415,10,A03/B10
1141511,11415,11,A02/B09
1141512,11415,12,A01/B08
1141513,11415,13,NULL
1141514,11415,14,NULL
1141515,11415,15,NULL
1141516,11415,16,NULL
1141517,11415,17,NULL
1141518,11415,18,NULL
1141519,11415,19,NULL
1141520,11415,20,NULL
1141521,11415,21,NULL
1141522,11415,22,NULL
1141523,11415,23,NULL
1141524,11415,24,NULL
1141525,11415,25,NULL
1141526,11415,26,NULL
1141527,11415,27,NULL
1141528,11415,28,NULL
1141529,11415,29,NULL
1141530,11415,30,NULL
1141531,11415,31,NULL
1141532,11415,32,NULL
1141533,11415,33,NULL
1141534,11415,34,NULL
1141535,11415,35,NULL
1141536,11415,36,NULL
1141537,11415,37,NULL
1141538,11415,38,NULL
1141539,11415,39,NULL
1141540,11415,40,NULL
1141541,11415,41,NULL
1141542,11415,42,NULL
100913,11415,43,NULL
1141601,11416,1,CG00
1141602,11416,2,CG01
1141603,11416,3,CG02
1141604,11416,4,CG03
1141605,11416,5,CG04
1141606,11416,6,CG05
1141607,11416,7,CG06
1141608,11416,8,GG07
1141609,11416,9,CG08
1141610,11416,10,CG09
1141611,11416,11,CG10
1141612,11416,12,CG11
1141613,11416,13,CG12
1141614,11416,14,CG13
1141615,11416,15,CG14
1141616,11416,16,CG15
1141617,11416,17,CG16
1141618,11416,18,CG17
1141619,11416,19,CG18
1141620,11416,20,CG19
1141621,11416,21,CG20
1141622,11416,22,CG21
1141623,11416,23,CG22
1141624,11416,24,CG23
1141625,11416,25,CG24
1141626,11416,26,CG25
1141627,11416,27,CG26
1141628,11416,28,CG27
1141629,11416,29,CG28
1141630,11416,30,NULL
1141631,11416,31,NULL
1141632,11416,32,NULL
1141633,11416,33,NULL
1141634,11416,34,NULL
1141635,11416,35,NULL
1141636,11416,36,NULL
1141637,11416,37,NULL
1141638,11416,38,NULL
1141639,11416,39,NULL
1141640,11416,40,NULL
1141641,11416,41,NULL
1141642,11416,42,NULL
1141645,11416,43,NULL
1141643,11416,44,NULL
100911,11416,45,NULL
1141551,11417,1,NULL
100912,11417,2,NULL
1141702,11417,3,NULL
1141703,11417,4,NULL
1141704,11417,5,NULL
1141705,11417,6,NULL
1141706,11417,7,NULL
1141707,11417,8,NULL
1141708,11417,9,NULL
1141709,11417,10,NULL
1141710,11417,11,NULL
1141711,11417,12,NULL
1141712,11417,13,NULL
1141713,11417,14,NULL
1141551,11418,1,NULL
1141802,11418,2,NULL
1141803,11418,3,NULL
1141804,11418,4,NULL
1141805,11418,5,NULL
1141806,11418,6,NULL
1141807,11418,7,NULL
1141808,11418,8,NULL
1141546,11419,1,NULL
1141902,11419,2,NULL
1141903,11419,3,NULL
1141904,11419,4,NULL
1141905,11419,5,NULL
1141906,11419,6,NULL
1141907,11419,7,NULL
1141908,11419,8,NULL
1141909,11419,9,NULL
1141910,11419,10,NULL
1141911,11419,11,NULL
1141912,11419,12,NULL
1141913,11419,13,NULL
1141914,11419,14,NULL
1141915,11419,15,NULL
1141916,11419,16,NULL
1141917,11419,17,NULL
1141918,11419,18,NULL
1141919,11419,19,NULL
1141920,11419,20,NULL
1141523,11421,1,NULL
1141522,11421,2,NULL
1142103,11421,3,NULL
1142104,11421,4,NULL
1142105,11421,5,NULL
1142106,11421,6,NULL
1142107,11421,7,NULL
1142108,11421,8,NULL
1142109,11421,9,NULL
1142110,11421,10,NULL
1142111,11421,11,NULL
1142112,11421,12,NULL
1142113,11421,13,NULL
1142114,11421,14,NULL
1142115,11421,15,NULL
1142116,11421,16,NULL
1142117,11421,17,NULL
1142118,11421,18,NULL
1142119,11421,19,NULL
1142120,11421,20,NULL
1142121,11421,21,NULL
1142122,11421,22,NULL
1142123,11421,23,NULL
1142201,11422,1,NULL
1142202,11422,2,NULL
1142203,11422,3,NULL
1142204,11422,4,NULL
1142205,11422,5,NULL
1142206,11422,6,NULL
1142207,11422,7,NULL
1142208,11422,8,NULL
1142209,11422,9,NULL
1142210,11422,10,NULL
1142211,11422,11,NULL
1142212,11422,12,NULL
1142213,11422,13,NULL
1142214,11422,14,NULL
1142215,11422,15,NULL
1142216,11422,16,NULL
1142217,11422,17,NULL
1142218,11422,18,NULL
1142219,11422,19,NULL
1142220,11422,20,NULL
1142221,11422,21,NULL
1142222,11422,22,NULL
1142223,11422,23,NULL
1141512,11422,24,NULL
100205,11501,1,CA00
1150102,11501,2,CA01
100206,11501,3,CA02
1150104,11501,4,CA03
1150105,11501,5,CA04
1150106,11501,6,CA05
1150107,11501,7,CA06
1150108,11501,8,CA07
1140201,11501,9,CA08
1150110,11501,10,CA09
1150111,11501,11,CA10
1150112,11501,12,CA11
1150113,11501,13,CA12
1150114,11501,14,CA13
1150115,11501,15,CA14
1150116,11501,16,CA15
1150117,11501,17,CA16
100208,11501,18,CA17
1150119,11501,19,CA18
1150120,11501,20,CA19
1150121,11501,21,CA20
1150122,11501,22,CA21
1150123,11501,23,CA22
1150124,11501,24,CA23
1150125,11501,25,CA24
1150126,11501,26,CA25
1150127,11501,27,CA26
100209,11501,28,CA27
1150129,11501,29,CA28
1150130,11501,30,CA29
1150135,11501,31,CA30
1150131,11501,32,CA31
1150132,11501,33,CA32
1150133,11501,34,CA33
100210,11501,35,CA34
100210,11502,1,CA34
1150203,11502,2,CA35
1150204,11502,3,CA36
1150205,11502,4,CA37
1150206,11502,5,CA38
1150207,11502,6,CA39
1150208,11502,7,CA40
1150209,11502,8,CA41
100211,11502,9,CA42
1150211,11502,10,CA43
1150212,11502,11,CA44
1150213,11502,12,CA45
1150214,11502,13,CA46
1150215,11502,14,CA47
1150216,11502,15,CA48
1150217,11502,16,CA49
1150218,11502,17,CA50
1150242,11502,18,CA51
1150219,11502,19,CA52
1150220,11502,20,CA53
1150221,11502,21,CA54
100212,11502,22,CA55
1150223,11502,23,CA56
1150240,11502,24,CA57
1150224,11502,25,CA58
1150225,11502,26,CA59
1150226,11502,27,CA60
1150227,11502,28,CA61
1150241,11502,29,CA62
1150228,11502,30,CA63
1150229,11502,31,CA64
1150230,11502,32,CA65
1141102,11502,33,CA66
1150232,11502,34,CA67
100213,11502,35,CA68
1150234,11502,36,CA69
1150235,11502,37,CA70
1150236,11502,38,CA71
1150237,11502,39,CA72
1150238,11502,40,CA73
1141601,11502,41,CA74
1141601,11503,1,CA74
1150302,11503,2,CA75
1150303,11503,3,CA76
1150304,11503,4,CA77
1150305,11503,5,NULL
1150306,11503,6,NULL
1150307,11503,7,CA78
1150308,11503,8,CA79
1150309,11503,9,CA80
1150310,11503,10,CA81
1150311,11503,11,CA82
100215,11503,12,CA83
100205,11504,1,NULL
1150402,11504,2,NULL
1150403,11504,3,NULL
1150404,11504,4,NULL
1150405,11504,5,NULL
1150406,11504,6,NULL
1130114,11505,1,CB00
1150502,11505,2,CB01
1150503,11505,3,CB02
1150504,11505,4,CB03
1150505,11505,5,CB04
1150506,11505,6,CB05
1150507,11505,7,CB06
1150508,11505,8,CB07
1150509,11505,9,CB08
1150510,11505,10,CB09
1150511,11505,11,CB10
1150512,11505,12,CB11
1150513,11505,13,CB12
1150514,11505,14,CB13
1150515,11505,15,CB14
1150516,11505,16,CB15
1150517,11505,17,CB16
1150518,11505,18,CB17
1150104,11505,19,CB18
1150226,11506,1,CE00
1150602,11506,2,CE01
1150603,11506,3,CE02
1150604,11506,4,CE03
1150605,11506,5,CE04
1150606,11506,6,CE05
1150607,11506,7,CE06
1150608,11506,8,CE07
1150609,11506,9,CE08
1150610,11506,10,CE09
1141113,11507,1,CI07
1150702,11507,2,CI06
1150703,11507,3,CI05
1150704,11507,4,CI04
1150705,11507,5,CI03
1150706,11507,6,CI02
1150707,11507,7,CI01
1141608,11507,8,CI00
100213,11508,1,CJ00
1150802,11508,2,CJ01
1150803,11508,3,CJ02
1150804,11508,4,CJ03
1150805,11508,5,CJ04
1150806,11508,6,CJ05
1150807,11508,7,CJ06
1150808,11508,8,CJ07
1150809,11508,9,CJ08
1150810,11508,10,CJ09
1150811,11508,11,CJ10
1150812,11508,12,CJ11
1150813,11508,13,CJ12
1150814,11508,14,CJ13
1150815,11508,15,CJ14
1150816,11508,16,CJ15
1150817,11508,17,CJ16
1150818,11508,18,CJ17
1150818,11509,1,NULL
1150902,11509,2,NULL
1150903,11509,3,NULL
1150904,11509,4,NULL
1150905,11509,5,NULL
1150906,11509,6,NULL
1150907,11509,7,NULL
1150908,11509,8,NULL
1150909,11509,9,NULL
1150910,11509,10,NULL
1150911,11509,11,NULL
1150912,11509,12,NULL
1150818,11510,1,NULL
1151002,11510,2,NULL
1151003,11510,3,NULL
1151004,11510,4,NULL
1151005,11510,5,NULL
1151006,11510,6,NULL
1151007,11510,7,NULL
1151008,11510,8,NULL
1151009,11510,9,NULL
1151010,11510,10,NULL
1151011,11510,11,NULL
1151012,11510,12,NULL
1151013,11510,13,NULL
1151014,11510,14,NULL
1151015,11510,15,NULL
1151016,11510,16,NULL
1151017,11510,17,NULL
1151018,11510,18,NULL
1151019,11510,19,NULL
1151020,11510,20,NULL
1151021,11510,21,NULL
1151022,11510,22,NULL
1151023,11510,23,NULL
1151024,11510,24,NULL
1151025,11510,25,NULL
1151026,11510,26,NULL
1151027,11510,27,NULL
1151028,11510,28,NULL
1151029,11510,29,NULL
1151030,11510,30,NULL
1151031,11510,31,NULL
1151032,11510,32,NULL
1151033,11510,33,NULL
1151034,11510,34,NULL
1151035,11510,35,NULL
1151036,11510,36,NULL
1151037,11510,37,NULL
1151038,11510,38,NULL
1151039,11510,39,NULL
1151040,11510,40,NULL
1151041,11510,41,NULL
1150904,11511,1,NULL
1151102,11511,2,NULL
1151103,11511,3,NULL
1151104,11511,4,NULL
1151105,11511,5,NULL
1151106,11511,6,NULL
1151107,11511,7,NULL
1151108,11511,8,NULL
1151109,11511,9,NULL
1151110,11511,10,NULL
1151111,11511,11,NULL
1151010,11512,1,NULL
1151202,11512,2,NULL
1151203,11512,3,NULL
1151204,11512,4,NULL
1151205,11512,5,NULL
1151206,11512,6,NULL
1151207,11512,7,NULL
1151208,11512,8,NULL
1151209,11512,9,NULL
1151210,11512,10,NULL
1151211,11512,11,NULL
1151008,11513,1,NULL
1151302,11513,2,NULL
1151303,11513,3,NULL
1151304,11513,4,NULL
1151305,11513,5,NULL
1151306,11513,6,NULL
1151307,11513,7,NULL
1151308,11513,8,NULL
1151309,11513,9,NULL
1151310,11513,10,NULL
1151311,11513,11,NULL
1151312,11513,12,NULL
1151313,11513,13,NULL
1151314,11513,14,NULL
1151315,11513,15,NULL
100215,11601,1,A12
1160102,11601,2,A13
1160103,11601,3,A14
1160104,11601,4,A15
1160105,11601,5,A16
1160106,11601,6,A17
1160107,11601,7,A18
1160108,11601,8,A19
1160109,11601,9,A20
1160110,11601,10,A21
1160111,11601,11,A22
1160112,11601,12,A23
1151111,11601,13,A24
1160114,11601,14,A25
1160115,11601,15,A26
1160116,11601,16,A27
1160117,11601,17,A28
1160118,11601,18,A29
1160119,11601,19,A30
100216,11601,20,A31
100216,11602,1,A31
1160202,11602,2,A32
1160216,11602,3,A33
1160203,11602,4,A34
1160204,11602,5,A35
1160205,11602,6,A36
1160215,11602,7,A37
1160206,11602,8,A38
1160207,11602,9,A39
1160217,11602,10,A40
1160208,11602,11,A41
1160209,11602,12,A42
1160210,11602,13,A43
1160211,11602,14,A44
1160212,11602,15,A45
100217,11602,16,A46
1160214,11602,17,A47
1160214,11603,1,A47
1160302,11603,2,A48
1160303,11603,3,A49
1160304,11603,4,A50
1160305,11603,5,A51
1160306,11603,6,A52
1160316,11603,7,A53
1160307,11603,8,A54
1160308,11603,9,A55
1160309,11603,10,A56
1160310,11603,11,A57
1160311,11603,12,A58
1160317,11603,13,A59
1160312,11603,14,A60
1160313,11603,15,A61
1160314,11603,16,A62
1160315,11603,17,A63
100216,11605,1,B31
1160119,11605,2,B30
1160503,11605,3,B29
1160504,11605,4,B28
1160505,11605,5,B27
1160506,11605,6,B26
1160507,11605,7,B25
1160508,11605,8,B24
1160509,11605,9,B23
1160510,11605,10,B22
1160511,11605,11,B21
1160512,11605,12,B20
1160513,11605,13,B19
1160514,11605,14,B18
1160515,11605,15,B17
1160516,11605,16,B16
1160517,11605,17,B15
1160518,11605,18,B14
1160519,11605,19,B13
1160520,11605,20,B12
1160521,11605,21,B11
1141510,11605,22,B10
1150912,11607,1,Q39
1160702,11607,2,Q38
1160703,11607,3,Q37
1160704,11607,4,Q36
1160705,11607,5,Q34
1160706,11607,6,Q33
1160707,11607,7,Q32
1160708,11607,8,Q31
1160709,11607,9,Q30
1160710,11607,10,Q29
1160711,11607,11,Q28
1160712,11607,12,Q27
1160713,11607,13,Q26
1160714,11607,14,Q25
1160715,11607,15,Q24
1160716,11607,16,Q23
1160717,11607,17,Q22
1160718,11607,18,Q21
1160719,11607,19,Q20
1160720,11607,20,Q19
1160721,11607,21,Q18
1160722,11607,22,Q17
1160315,11608,1,A63
1160802,11608,2,A64
1160803,11608,3,A65
1160804,11608,4,A66
1160822,11608,5,A67
1160805,11608,6,A68
1160806,11608,7,A69
1160807,11608,8,A70
1160808,11608,9,A71
1160809,11608,10,A72
1160810,11608,11,A73
100303,11608,12,A74
1160812,11608,13,A75
1160813,11608,14,A76
1160814,11608,15,A77
1160815,11608,16,A78
1160816,11608,17,A79
1160817,11608,18,A80
1160818,11608,19,A81
1160819,11608,20,A82
1160820,11608,21,A83
1160823,11608,22,A84
100304,11608,23,A85
100304,11609,1,NULL
1160902,11609,2,NULL
1160918,11609,3,NULL
1160903,11609,4,NULL
1160904,11609,5,NULL
100305,11609,6,NULL
1160906,11609,7,NULL
1160907,11609,8,NULL
1160908,11609,9,NULL
1160909,11609,10,NULL
1160910,11609,11,NULL
1160911,11609,12,NULL
1160912,11609,13,NULL
1160913,11609,14,NULL
1160914,11609,15,NULL
1160915,11609,16,NULL
1160916,11609,17,NULL
1160919,11609,18,NULL
100306,11609,19,NULL
100306,11610,1,NULL
1161002,11610,2,NULL
1161003,11610,3,NULL
1161004,11610,4,NULL
1161005,11610,5,NULL
1161006,11610,6,NULL
100307,11610,7,NULL
1161008,11610,8,NULL
1161009,11610,9,NULL
1161010,11610,10,NULL
1161011,11610,11,NULL
1161012,11610,12,NULL
1161013,11610,13,NULL
100308,11610,14,NULL
1161015,11610,15,NULL
1161016,11610,16,NULL
1161017,11610,17,NULL
1161018,11610,18,NULL
1161019,11610,19,NULL
100310,11610,20,NULL
100310,11611,1,NULL
1161102,11611,2,NULL
1161103,11611,3,NULL
1161104,11611,4,NULL
1161105,11611,5,NULL
1161106,11611,6,NULL
1161107,11611,7,NULL
1161131,11611,8,NULL
1161108,11611,9,NULL
1161109,11611,10,NULL
1161110,11611,11,NULL
1161111,11611,12,NULL
1161112,11611,13,NULL
1161113,11611,14,NULL
1161114,11611,15,NULL
100312,11611,16,NULL
1161130,11611,17,NULL
1161116,11611,18,NULL
1161117,11611,19,NULL
1161118,11611,20,NULL
1161119,11611,21,NULL
1161120,11611,22,NULL
1161121,11611,23,NULL
1161122,11611,24,NULL
1161123,11611,25,NULL
1161124,11611,26,NULL
1161125,11611,27,NULL
1161126,11611,28,NULL
1161127,11611,29,NULL
1161129,11611,30,NULL
1161128,11611,31,NULL
1161128,11612,1,NULL
1161202,11612,2,NULL
1161203,11612,3,NULL
1161204,11612,4,NULL
1161205,11612,5,NULL
1161206,11612,6,NULL
1161207,11612,7,NULL
1161208,11612,8,NULL
1161209,11612,9,NULL
1161210,11612,10,NULL
1161211,11612,11,NULL
1161212,11612,12,NULL
1161213,11612,13,NULL
1161214,11612,14,NULL
1161215,11612,15,NULL
100314,11612,16,NULL
1161217,11612,17,NULL
1161218,11612,18,NULL
1161219,11612,19,NULL
1161220,11612,20,NULL
1161221,11612,21,NULL
1161222,11612,22,NULL
1161223,11612,23,NULL
100315,11612,24,NULL
1161225,11612,25,NULL
1161226,11612,26,NULL
1161227,11612,27,NULL
1161228,11612,28,NULL
1161229,11612,29,NULL
100316,11612,30,NULL
1161231,11612,31,NULL
1161232,11612,32,NULL
1161233,11612,33,NULL
100317,11612,34,NULL
1161235,11612,35,NULL
1161236,11612,36,NULL
1161237,11612,37,NULL
1160802,11613,1,NULL
1161302,11613,2,NULL
100216,11614,1,E01
1161416,11614,2,E02
1161402,11614,3,E03
1161403,11614,4,E04
1161404,11614,5,E05
1161405,11614,6,E06
1161406,11614,7,E07
1161407,11614,8,E08
1161408,11614,9,E09
1161409,11614,10,E10
1161410,11614,11,E11
1161411,11614,12,E12
1161412,11614,13,E13
1161413,11614,14,E14
1161414,11614,15,E15
1161415,11614,16,E16
1161415,11615,1,NULL
1161502,11615,2,NULL
1161503,11615,3,NULL
1161504,11615,4,NULL
1161505,11615,5,NULL
1161506,11615,6,NULL
1161507,11615,7,NULL
1161508,11615,8,NULL
1161509,11615,9,NULL
1161510,11615,10,NULL
1161511,11615,11,NULL
1161512,11615,12,NULL
1161513,11615,13,NULL
1161514,11615,14,NULL
1161515,11615,15,NULL
1161516,11615,16,NULL
1161517,11615,17,NULL
1161518,11615,18,NULL
1161519,11615,19,NULL
1161520,11615,20,NULL
1161521,11615,21,NULL
1161522,11615,22,NULL
1161523,11615,23,NULL
1161524,11615,24,NULL
1161524,11616,1,NULL
1161602,11616,2,NULL
1161603,11616,3,NULL
1161604,11616,4,NULL
1161606,11616,5,NULL
1161607,11616,6,NULL
1161608,11616,7,NULL
1161609,11616,8,NULL
1161610,11616,9,NULL
1161611,11616,10,NULL
1161612,11616,11,NULL
1161613,11616,12,NULL
1161614,11616,13,NULL
1161615,11616,14,NULL
1161616,11616,15,NULL
1161617,11616,16,NULL
1161618,11616,17,NULL
1161619,11616,18,NULL
1161620,11616,19,NULL
1161621,11616,20,NULL
1161622,11616,21,NULL
1161623,11616,22,NULL
1161624,11616,23,NULL
1161625,11616,24,NULL
1161626,11616,25,NULL
1161627,11616,26,NULL
1161628,11616,27,NULL
1161629,11616,28,NULL
1161630,11616,29,NULL
1161631,11616,30,NULL
1161632,11616,31,NULL
1161633,11616,32,NULL
1161634,11616,33,NULL
1161635,11616,34,NULL
1161636,11616,35,NULL
1161637,11616,36,NULL
1161638,11616,37,NULL
1161639,11616,38,NULL
1161640,11616,39,NULL
1161641,11616,40,NULL
1161642,11616,41,NULL
1160702,11617,1,H18
1161702,11617,2,H19
1161703,11617,3,H20
1161704,11617,4,H21
1161705,11617,5,H22
1161706,11617,6,H23
1161707,11617,7,H24
1161708,11617,8,H25
1161709,11617,9,H26
1161710,11617,10,H27
1161711,11617,11,H28
1161712,11617,12,H29
1161713,11617,13,H30
1161714,11617,14,H31
1161715,11617,15,H32
1161716,11617,16,H33
1161717,11617,17,H34
1161718,11617,18,H35
1161719,11617,19,H36
1161720,11617,20,H37
1161721,11617,21,H38
1161722,11617,22,H39
1161723,11617,23,H40
1161724,11617,24,H41
100216,11618,1,D01
1161802,11618,2,D02
1161803,11618,3,D03
1161804,11618,4,D04
1161805,11618,5,D05
1161806,11618,6,D06
1161807,11618,7,D07
1161808,11618,8,D08
1161809,11618,9,D09
1161810,11618,10,D10
1161811,11618,11,D11
1161812,11618,12,D12
1161813,11618,13,D13
1161814,11618,14,D14
1161815,11618,15,D15
1161816,11618,16,D16
1161817,11618,17,D17
1161818,11618,18,D18
1160702,11618,19,D19
1160703,11618,20,D20
1160704,11618,21,D21
1161514,11622,1,NULL
1161513,11622,2,NULL
1161512,11622,3,NULL
1161511,11622,4,NULL
1162205,11622,5,NULL
1162206,11622,6,NULL
1162207,11622,7,NULL
1162208,11622,8,NULL
1142201,11622,9,NULL
1160719,11623,1,O01
1160720,11623,2,O19
1160721,11623,3,O18
1162304,11623,4,O17
1162305,11623,5,O16
1162306,11623,6,O15
1162307,11623,7,O14
1162308,11623,8,O13
1162309,11623,9,O12
1160214,11623,10,O11
1162311,11623,11,O10
1162312,11623,12,O09
1161724,11623,13,O08
1162314,11623,14,O07
1162315,11623,15,O06
1162316,11623,16,O05
1162317,11623,17,O04
1162318,11623,18,O03
1162319,11623,19,O02
1162307,11624,1,P14
1162402,11624,2,P15
1162403,11624,3,P16
1162404,11624,4,P17
1161724,11625,1,H41
1162502,11625,2,H42
1162503,11625,3,H43
1162504,11625,4,H44
1162505,11625,5,H45
1162506,11625,6,H46
1162507,11625,7,H47
1162508,11625,8,H48
1160303,11625,9,H49
1160719,11626,1,R20
1162602,11626,2,R21
1162603,11626,3,R22
1162604,11626,4,R23
1162605,11626,5,R24
1162606,11626,6,R25
1162607,11626,7,R26
1162608,11626,8,R27
1162609,11626,9,R28
3200713,11626,10,R29
1162611,11626,11,R30
1162612,11626,12,R31
1162613,11626,13,R32
1162614,11626,14,R33
1162615,11626,15,R34
1162616,11626,16,R35
1162617,11626,17,R36
1162618,11626,18,R37
1162619,11626,19,R38
1162620,11626,20,R39
1162621,11626,21,R40
1162622,11626,22,R41
1162623,11626,23,R42
1162624,11626,24,R43
1162625,11626,25,R44
1162626,11626,26,R45
1162627,11626,27,R46
1162628,11626,28,R47
1162629,11626,29,R48
1162630,11626,30,R49
1162631,11626,31,R50
1162632,11626,32,R51
1162633,11626,33,R52
1162634,11626,34,R53
1162635,11626,35,R54
1162614,11627,1,NULL
1162702,11627,2,NULL
1162626,11628,1,S45
1162802,11628,2,S46
1162803,11628,3,S47
100217,11629,1,NULL
1160214,11629,2,G47
1160303,11629,3,G48
1162904,11629,4,G49
1162905,11629,5,G50
1162906,11629,6,G51
1162907,11629,7,G52
1162908,11629,8,G53
1162909,11629,9,G54
1162910,11629,10,G55
1162911,11629,11,G56
1162912,11629,12,G57
1162913,11629,13,G58
1162914,11629,14,G59
1162915,11629,15,G60
1162916,11629,16,G61
1162917,11629,17,G62
1162918,11629,18,G63
1162919,11629,19,G64
1162920,11629,20,G65
1162921,11629,21,G66
1162922,11629,22,G67
